"bootstrap","lambda_min","coef_Intercept","coef_Depth","coef_temperature"
154,0.00162607434248313,7.44355565431851,-0.766401091954898,0.00807751273438927
155,0.00261031861000511,7.4446382888535,-0.783534115073635,0.00955365944067148
156,0.00153406473214238,7.37166964760689,-0.736433090564454,0.00806271246731071
157,0.0015915377847545,7.41922390391913,-0.789162551081181,0.0118539719241852
158,0.00156770309623186,7.39007322809754,-0.735731778188268,0.00737770042370471
159,0.00358091007725713,7.35453020026566,-0.720021172725441,0.00678692332555813
160,0.00155626403626467,7.3812768552027,-0.710351725232717,0.00620294567568764
161,0.00155356275127585,7.38822465825251,-0.748633024653531,0.0076847737685777
162,0.00374270693096625,7.43701521371604,-0.771290838330827,0.00943474564106611
163,0.00152753683392547,7.3705883111542,-0.737300480751884,0.00759968454520005
164,0.00246641040530616,7.3531765414372,-0.738627360821797,0.00835427387030054
165,0.00310048984549423,7.37389464400246,-0.718403648167805,0.00825221789087586
166,0.00155238291933003,7.41861984546746,-0.776904156737015,0.0101903548048801
167,0.0025419944320613,7.40329760662623,-0.747395411262353,0.00758611083669337
168,0.00207229001975351,7.32025193658188,-0.672907720370618,0.00729433481301053
169,0.00342940032655229,7.45688861563479,-0.790425101713297,0.00894596904836369
170,0.0107830595060314,7.38369699574653,-0.756220944252322,0.00691689631543612
171,0.00164111964572354,7.46035144200009,-0.779466868256702,0.00849377962823545
172,0.00176461335304913,7.39256821435556,-0.755293333141538,0.0074511291602147
173,0.00167049606169676,7.39882742246914,-0.730140578392412,0.00849925949120831
174,0.00154503016718982,7.39164682405071,-0.728688821633091,0.00761146068503388
175,0.0015157061669092,7.37095234298164,-0.742370516956023,0.00901954140268312
176,0.00166109211322422,7.46492338120357,-0.774622781916481,0.0077412245863855
177,0.00173577521791698,7.42431463622043,-0.733603787752614,0.00651329163105719
178,0.00182282794022804,7.44114570787881,-0.750661743101596,0.00584939386789285
179,0.00157650787946417,7.41651877225654,-0.760603678041884,0.00978417907194028
180,0.00154050465122444,7.3661615103822,-0.771038601024203,0.0120383102741383
181,0.00159913875182284,7.39602847323913,-0.735349762334076,0.00579718611431887
182,0.00164638041156924,7.38903333741116,-0.734912462142784,0.00895991010621437
183,0.00156161673571294,7.4019639020551,-0.7145147909309,0.00572422360992869
184,0.00176601164401348,7.44534327751361,-0.791560223698674,0.00994450354538859
185,0.00163110202816423,7.31721671186469,-0.74813239883491,0.0112321658732108
186,0.0045881499663673,7.41540077120954,-0.775531298056645,0.00841691223614166
187,0.00237071822902719,7.36254085737304,-0.699551428837571,0.00725348652863288
188,0.00242735971371742,7.33273852748329,-0.695713600946404,0.00577487330816583
189,0.00146931285994765,7.31645350245205,-0.710254140346436,0.00884161423462432
190,0.00157733249677142,7.41065867206727,-0.740319607161838,0.00736143574109526
191,0.00290245660985906,7.37760297133734,-0.721451241658962,0.00748037349167748
192,0.0311123718812426,7.33609121434976,-0.624358901210506,0
193,0.00154072138730577,7.42062749441013,-0.80865470944973,0.0127338757509582
194,0.0014985737756208,7.3234279542315,-0.717820905121572,0.00872713019783296
195,0.00143008964461714,7.33988603363169,-0.700135514092208,0.00768117383944505
196,0.00154505480384664,7.40588990580521,-0.72261855078188,0.0069736981899504
197,0.00160026683922064,7.31131686913335,-0.681237873183176,0.00582960681118307
198,0.00253835949372401,7.39558395356199,-0.760127814915392,0.00853206597866904
199,0.00153750074188137,7.42319498483362,-0.746265341374727,0.00812297732100512
200,0.00173208518873215,7.50754202998949,-0.799632030747901,0.00876610887682098
201,0.0014913656267753,7.34894560622408,-0.721964294192884,0.0095228704680887
202,0.00161433957610261,7.4251241081299,-0.71710605083203,0.00401672063528548
203,0.00156854381879936,7.41315261772435,-0.746298311986696,0.00795388129680712
204,0.00159322061711735,7.36293889339888,-0.750271251337495,0.00757311918767361
205,0.00161264402808381,7.37458413475738,-0.765798035380594,0.00871190841259098
206,0.00158655104825061,7.40801616635148,-0.751566834319649,0.00896257930701427
207,0.00163347599363824,7.42383879024808,-0.756734927320468,0.00688091757426934
208,0.00158546410088806,7.42474752670418,-0.749293006527251,0.00742323384702466
209,0.00165709852610235,7.35234369383322,-0.702715942888341,0.00657768266134536
210,0.0015329100955886,7.35134503791653,-0.778016768481649,0.0121811730865437
211,0.0015810316412691,7.42340692766265,-0.774999547976546,0.00937762248302811
212,0.00352733509408988,7.33746377246265,-0.742687178257945,0.0106043681507095
213,0.00158258886081916,7.39612665172444,-0.725701979273436,0.00616137075197819
214,0.00152839239302947,7.42978263371713,-0.756845416682827,0.00998595061343653
215,0.0031811799931758,7.3269083240369,-0.718183405031208,0.00860375337747915
216,0.00161771843011686,7.43485375541054,-0.742706238015097,0.00653508810129874
217,0.00148898777069231,7.34046859519501,-0.730203008805068,0.00973603509426217
218,0.00156766006973001,7.3836004524054,-0.789651462637186,0.0135479658048654
219,0.00247799658707835,7.38834546593899,-0.727582811686418,0.00672495988149496
220,0.00152803758743228,7.40099043996786,-0.703206851567624,0.00665721529528862
