Latitude,Longitude,Mean_Temperature_C
-75.5,157.5,-30.274564625
-75.5,158.5,-28.8731986875
-75.5,159.5,-27.083302562500002
-75.5,160.5,-24.34321975
-75.5,161.5,-21.0110474375
-75.5,162.5,-17.4388931875
-75.5,163.5,-15.3811035625
-75.5,164.5,-14.91881375
-75.5,165.5,-14.55826190625
-75.5,166.5,-14.50679959375
-75.5,167.5,-14.702198031250001
-75.5,168.5,-14.79286571875
-75.5,169.5,-14.8782271875
-75.5,170.5,-14.82930371875
-75.5,171.5,-14.68256759375
-75.5,172.5,-14.406433125
-75.5,173.5,-14.13920784375
-75.5,174.5,-14.0270995625
-75.5,175.5,-14.05990609375
-75.5,176.5,-14.2193393125
-75.5,177.5,-14.4143790625
-75.5,178.5,-14.67948534375
-75.5,179.5,-14.91121475
-74.5,-179.5,-14.65052025
-74.5,-178.5,-14.58473584375
-74.5,-177.5,-14.505790750000001
-74.5,-176.5,-14.47030640625
-74.5,-175.5,-14.498737375
-74.5,-174.5,-14.5215663125
-74.5,-173.5,-14.54567340625
-74.5,-172.5,-14.5986003125
-74.5,-171.5,-14.70889478125
-74.5,-170.5,-14.8116970625
-74.5,-169.5,-14.9217225
-74.5,-168.5,-15.01436809375
-74.5,-167.5,-15.0251579375
-74.5,-166.5,-14.94197846875
-74.5,-165.5,-14.8354988125
-74.5,-164.5,-14.7517910625
-74.5,-163.5,-14.6733989375
-74.5,-162.5,-14.52983484375
-74.5,-161.5,-14.3495865
-74.5,-160.5,-14.2179985625
-74.5,-159.5,-14.0987071875
-74.5,-158.5,-13.95300109375
-74.5,-157.5,-13.758840625
-74.5,-156.5,-13.4802436875
-74.5,-155.5,-13.11978153125
-74.5,-154.5,-12.726905875
-74.5,-153.5,-12.353716
-74.5,-152.5,-12.013141687500001
-74.5,-151.5,-11.7205315
-74.5,-150.5,-11.446287125
-74.5,-149.5,-11.134731375
-74.5,-148.5,-10.8085518125
-74.5,-147.5,-10.5551644375
-74.5,-146.5,-10.40192040625
-74.5,-145.5,-10.3211975625
-74.5,-144.5,-10.33036425
-74.5,-143.5,-10.34783165625
-74.5,-142.5,-10.2773914375
-74.5,-141.5,-10.19627
-74.5,-140.5,-9.9903125625
-74.5,-139.5,-9.70781328125
-74.5,-138.5,-9.69348340625
-74.5,-137.5,-9.9206161875
-74.5,-136.5,-10.39859965625
-74.5,-135.5,-11.08811378125
-74.5,-134.5,-11.42156984375
-74.5,-133.5,-10.97689053125
-74.5,-132.5,-11.359123125
-74.5,-131.5,-11.7712173125
-74.5,-130.5,-11.76820746875
-74.5,-129.5,-11.54285621875
-74.5,-128.5,-11.493328125
-74.5,-127.5,-12.3901786875
-74.5,-126.5,-12.714326875
-74.5,-125.5,-12.7612419375
-74.5,-124.5,-12.865488000000001
-74.5,-123.5,-12.8844356875
-74.5,-122.5,-13.0202560625
-74.5,-121.5,-13.49247359375
-74.5,-120.5,-13.712627375
-74.5,-119.5,-13.6889515625
-74.5,-118.5,-14.049241875
-74.5,-117.5,-14.4940909375
-74.5,-116.5,-14.5626324375
-74.5,-115.5,-14.65298575
-74.5,-114.5,-15.16082578125
-74.5,-113.5,-14.73139559375
-74.5,-112.5,-13.74494359375
-74.5,-111.5,-13.96044921875
-74.5,-110.5,-13.20426359375
-74.5,-109.5,-11.39252471875
-74.5,-108.5,-10.61744509375
-74.5,-107.5,-10.68165978125
-74.5,-106.5,-10.878435
-74.5,-105.5,-10.70039940625
-74.5,-104.5,-10.5874423125
-74.5,-103.5,-10.6084536875
-74.5,-102.5,-10.8894444375
-74.5,-101.5,-12.0738639375
-74.5,-100.5,-12.830837125
-74.5,-99.5,-13.2862871875
-74.5,-98.5,-14.837059
-74.5,-97.5,-16.6612043125
-74.5,-96.5,-17.5785313125
-74.5,-95.5,-17.96332925
-74.5,-94.5,-18.017996875
-74.5,-93.5,-18.0685435625
-74.5,-92.5,-18.116159500000002
-74.5,-91.5,-18.267730687500002
-74.5,-90.5,-18.6296395625
-74.5,-89.5,-19.1487635625
-74.5,-88.5,-19.6467704375
-74.5,-87.5,-20.495870625000002
-74.5,-86.5,-21.288176562500002
-74.5,-85.5,-21.240021875
-74.5,-84.5,-21.1533194375
-74.5,-83.5,-20.9980679375
-74.5,-82.5,-21.004515875
-74.5,-81.5,-21.258856875
-74.5,-80.5,-21.521423375
-74.5,-79.5,-21.5504169375
-74.5,-78.5,-21.40097225
-74.5,-77.5,-21.5595588125
-74.5,-76.5,-21.4100943125
-74.5,-75.5,-21.0365180625
-74.5,-74.5,-20.0639945625
-74.5,-73.5,-19.108580625000002
-74.5,-72.5,-19.8275775
-74.5,-71.5,-20.5352688125
-74.5,-70.5,-20.3917168125
-74.5,-69.5,-20.6188049375
-74.5,-68.5,-21.1270751875
-74.5,-67.5,-21.83610825
-74.5,-66.5,-21.605041375
-74.5,-65.5,-21.1307373125
-74.5,-64.5,-20.8612356875
-74.5,-63.5,-19.505105125
-74.5,-62.5,-19.0461120625
-74.5,-61.5,-19.1047360625
-74.5,-60.5,-17.978388875
-74.5,-59.5,-17.022249062500002
-74.5,-58.5,-16.768319
-74.5,-57.5,-16.151408
-74.5,-56.5,-15.44658475
-74.5,-55.5,-15.10275075
-74.5,-54.5,-14.95652190625
-74.5,-53.5,-14.7699260625
-74.5,-52.5,-14.52064903125
-74.5,-51.5,-14.1955853125
-74.5,-50.5,-13.81707953125
-74.5,-49.5,-13.389953625
-74.5,-48.5,-12.855156000000001
-74.5,-47.5,-12.2462273125
-74.5,-46.5,-11.739757687500001
-74.5,-45.5,-11.35003275
-74.5,-44.5,-11.11501875
-74.5,-43.5,-10.926689218749999
-74.5,-42.5,-10.796243562499999
-74.5,-41.5,-10.69626628125
-74.5,-40.5,-10.6038608125
-74.5,-39.5,-10.52762609375
-74.5,-38.5,-10.481197375
-74.5,-37.5,-10.47887225
-74.5,-36.5,-10.45914453125
-74.5,-35.5,-10.4241123125
-74.5,-34.5,-10.352254875
-74.5,-33.5,-10.2938498125
-74.5,-32.5,-10.29196934375
-74.5,-31.5,-10.30517575
-74.5,-30.5,-10.2450905625
-74.5,-29.5,-10.103336375
-74.5,-28.5,-9.860515625
-74.5,-27.5,-9.673706125
-74.5,-26.5,-9.928569625
-74.5,-25.5,-11.00646196875
-74.5,-24.5,-12.8552055
-74.5,-23.5,-14.12036321875
-74.5,-22.5,-14.43113521875
-74.5,-21.5,-14.67105103125
-74.5,-20.5,-14.8063278125
-74.5,-19.5,-14.48476596875
-74.5,-18.5,-13.85570915625
-74.5,-17.5,-13.4630164375
-74.5,-16.5,-13.60722934375
-74.5,-15.5,-14.0826608125
-74.5,-14.5,-15.4319993125
-74.5,-13.5,-17.27591040625
-74.5,-12.5,-19.2068978125
-74.5,-11.5,-21.810965625
-74.5,-10.5,-24.5015365625
-74.5,-9.5,-26.0111074375
-74.5,-8.5,-27.550446625
-74.5,-7.5,-29.4784745
-74.5,-6.5,-30.5092068125
-74.5,-5.5,-31.6960868125
-74.5,-4.5,-33.3114411875
-74.5,-3.5,-34.49786375
-74.5,-2.5,-35.2206718125
-74.5,-1.5,-35.64309425
-74.5,-0.5,-35.8024396875
-74.5,0.5,-35.6174519375
-74.5,1.5,-35.483052375
-74.5,2.5,-35.692046875
-74.5,3.5,-36.1878441875
-74.5,4.5,-36.788888875
-74.5,5.5,-37.453471125
-74.5,6.5,-38.22322675
-74.5,7.5,-38.812957
-74.5,8.5,-39.2495316875
-74.5,9.5,-39.6519746875
-74.5,10.5,-40.06368075
-74.5,11.5,-40.275157875
-74.5,12.5,-40.4257603125
-74.5,13.5,-40.784272875
-74.5,14.5,-41.1122344375
-74.5,15.5,-41.22359275
-74.5,16.5,-41.12710575
-74.5,17.5,-41.08932575
-74.5,18.5,-41.1579091875
-74.5,19.5,-41.2704971875
-74.5,20.5,-41.3174636875
-74.5,21.5,-41.3827218125
-74.5,22.5,-41.5219431875
-74.5,23.5,-41.7112521875
-74.5,24.5,-41.8038016875
-74.5,25.5,-41.7094125625
-74.5,26.5,-41.4626856875
-74.5,27.5,-41.126332375000004
-74.5,28.5,-40.78208375
-74.5,29.5,-40.5271919375
-74.5,30.5,-40.4180516875
-74.5,31.5,-40.5230713125
-74.5,32.5,-40.8545625625
-74.5,33.5,-41.20632075
-74.5,34.5,-41.501414249999996
-74.5,35.5,-41.796783
-74.5,36.5,-42.17521175
-74.5,37.5,-42.6773669375
-74.5,38.5,-43.2253526875
-74.5,39.5,-43.7028994375
-74.5,40.5,-44.0785226875
-74.5,41.5,-44.318716125
-74.5,42.5,-44.48217875
-74.5,43.5,-44.5726206875
-74.5,44.5,-44.6006868125
-74.5,45.5,-44.5317268125
-74.5,46.5,-44.360291375
-74.5,47.5,-44.146708375
-74.5,48.5,-44.011148375000005
-74.5,49.5,-43.8018285625
-74.5,50.5,-43.31172575
-74.5,51.5,-42.6359779375
-74.5,52.5,-41.791444874999996
-74.5,53.5,-40.7229206875
-74.5,54.5,-39.6784879375
-74.5,55.5,-38.721180000000004
-74.5,56.5,-37.71695925
-74.5,57.5,-36.662067625
-74.5,58.5,-35.5422479375
-74.5,59.5,-34.3485718125
-74.5,60.5,-33.22863475
-74.5,61.5,-32.34470725
-74.5,62.5,-31.471548062500002
-74.5,63.5,-30.5313015625
-74.5,64.5,-29.4394435
-74.5,65.5,-28.31796375
-74.5,66.5,-27.5774755
-74.5,67.5,-27.4932366875
-74.5,68.5,-27.6422319375
-74.5,69.5,-27.74188125
-74.5,70.5,-28.1298609375
-74.5,71.5,-28.7150985
-74.5,72.5,-29.280029312499998
-74.5,73.5,-29.84057525
-74.5,74.5,-30.873820375
-74.5,75.5,-32.529511625
-74.5,76.5,-34.4588825
-74.5,77.5,-36.281503375
-74.5,78.5,-37.6593933125
-74.5,79.5,-38.6172159375
-74.5,80.5,-39.3773106875
-74.5,81.5,-40.0669851875
-74.5,82.5,-40.7642624375
-74.5,83.5,-41.6042670625
-74.5,84.5,-42.5721835625
-74.5,85.5,-43.42918025
-74.5,86.5,-44.1614303125
-74.5,87.5,-44.876375375
-74.5,88.5,-45.422088375
-74.5,89.5,-45.7023715625
-74.5,90.5,-45.903646375
-74.5,91.5,-46.266497375
-74.5,92.5,-46.94841575
-74.5,93.5,-47.761262
-74.5,94.5,-48.278219375
-74.5,95.5,-48.659514375
-74.5,96.5,-48.9206541875
-74.5,97.5,-49.057820375
-74.5,98.5,-49.0787836875
-74.5,99.5,-49.0674125
-74.5,100.5,-48.970682875
-74.5,101.5,-48.81061
-74.5,102.5,-48.618897187500004
-74.5,103.5,-48.417398625
-74.5,104.5,-48.230011
-74.5,105.5,-48.140392375
-74.5,106.5,-48.130196624999996
-74.5,107.5,-48.1712029375
-74.5,108.5,-48.2757883125
-74.5,109.5,-48.48360075
-74.5,110.5,-48.8043295625
-74.5,111.5,-49.1097415
-74.5,112.5,-49.3721629375
-74.5,113.5,-49.610525125
-74.5,114.5,-49.822318125
-74.5,115.5,-49.95514875
-74.5,116.5,-50.0111505625
-74.5,117.5,-50.0064590625
-74.5,118.5,-49.9222916875
-74.5,119.5,-49.786437
-74.5,120.5,-49.5611075625
-74.5,121.5,-49.2933749375
-74.5,122.5,-49.0517976875
-74.5,123.5,-48.8332604375
-74.5,124.5,-48.63576225
-74.5,125.5,-48.4123325
-74.5,126.5,-48.1438175625
-74.5,127.5,-47.7559415625
-74.5,128.5,-47.2652681875
-74.5,129.5,-46.8181763125
-74.5,130.5,-46.5222473125
-74.5,131.5,-46.2247515625
-74.5,132.5,-46.048003375
-74.5,133.5,-45.9362580625
-74.5,134.5,-45.5526840625
-74.5,135.5,-44.909961
-74.5,136.5,-44.325045625
-74.5,137.5,-44.029377875
-74.5,138.5,-43.963775625
-74.5,139.5,-43.7170925625
-74.5,140.5,-43.287118
-74.5,141.5,-42.9623525625
-74.5,142.5,-42.718789375
-74.5,143.5,-42.489756125
-74.5,144.5,-42.2741014375
-74.5,145.5,-42.078887875
-74.5,146.5,-41.8202618125
-74.5,147.5,-41.4589929375
-74.5,148.5,-40.96127425
-74.5,149.5,-40.371082375
-74.5,150.5,-39.6261606875
-74.5,151.5,-38.774566875
-74.5,152.5,-37.8468016875
-74.5,153.5,-36.824158
-74.5,154.5,-35.6628535
-74.5,155.5,-34.4199506875
-74.5,156.5,-33.4017038125
-74.5,157.5,-32.35870175
-74.5,158.5,-31.2870463125
-74.5,159.5,-29.8452346875
-74.5,160.5,-28.618174625
-74.5,161.5,-27.5682985625
-74.5,162.5,-23.4169416875
-74.5,163.5,-19.01844421875
-74.5,164.5,-17.1795178125
-74.5,165.5,-15.426475625
-74.5,166.5,-14.45530315625
-74.5,167.5,-14.64998615625
-74.5,168.5,-14.687177625
-74.5,169.5,-14.73017328125
-74.5,170.5,-14.6494255
-74.5,171.5,-14.4714699375
-74.5,172.5,-14.25824925
-74.5,173.5,-14.1039410625
-74.5,174.5,-14.014011374999999
-74.5,175.5,-14.049142875
-74.5,176.5,-14.14072403125
-74.5,177.5,-14.28530875
-74.5,178.5,-14.4588355625
-74.5,179.5,-14.6151655625
-73.5,-179.5,-13.91139028125
-73.5,-178.5,-13.8130111875
-73.5,-177.5,-13.73401078125
-73.5,-176.5,-13.7215385625
-73.5,-175.5,-13.74651334375
-73.5,-174.5,-13.77847665625
-73.5,-173.5,-13.77215571875
-73.5,-172.5,-13.75211540625
-73.5,-171.5,-13.786434125
-73.5,-170.5,-13.923236875
-73.5,-169.5,-14.08137134375
-73.5,-168.5,-14.20610625
-73.5,-167.5,-14.20036690625
-73.5,-166.5,-14.1331481875
-73.5,-165.5,-14.110328625
-73.5,-164.5,-14.1260909375
-73.5,-163.5,-14.134389875
-73.5,-162.5,-14.05039228125
-73.5,-161.5,-13.90374953125
-73.5,-160.5,-13.78702921875
-73.5,-159.5,-13.73333928125
-73.5,-158.5,-13.65321521875
-73.5,-157.5,-13.5070876875
-73.5,-156.5,-13.274047875
-73.5,-155.5,-12.98564728125
-73.5,-154.5,-12.69358440625
-73.5,-153.5,-12.32927134375
-73.5,-152.5,-11.850849125
-73.5,-151.5,-11.40875440625
-73.5,-150.5,-11.08343321875
-73.5,-149.5,-10.7793674375
-73.5,-148.5,-10.4556846875
-73.5,-147.5,-10.23704909375
-73.5,-146.5,-10.1780205625
-73.5,-145.5,-10.1878853125
-73.5,-144.5,-10.23802946875
-73.5,-143.5,-10.27366075
-73.5,-142.5,-10.2167854375
-73.5,-141.5,-10.031433125
-73.5,-140.5,-9.8053475
-73.5,-139.5,-9.572498375
-73.5,-138.5,-9.318014125
-73.5,-137.5,-9.06184184375
-73.5,-136.5,-8.8248576875
-73.5,-135.5,-8.5940741875
-73.5,-134.5,-8.33416563125
-73.5,-133.5,-8.1329650875
-73.5,-132.5,-8.072719631250001
-73.5,-131.5,-8.09086230625
-73.5,-130.5,-7.9432505875
-73.5,-129.5,-7.91170110625
-73.5,-128.5,-7.6404819125
-73.5,-127.5,-8.497093225
-73.5,-126.5,-11.2936878125
-73.5,-125.5,-11.3997803125
-73.5,-124.5,-9.58761796875
-73.5,-123.5,-8.77462393125
-73.5,-122.5,-8.73626519375
-73.5,-121.5,-9.09185588125
-73.5,-120.5,-8.78121754375
-73.5,-119.5,-8.65593525
-73.5,-118.5,-8.60443115
-73.5,-117.5,-8.5341319625
-73.5,-116.5,-8.6152229375
-73.5,-115.5,-8.56769750625
-73.5,-114.5,-8.6425379875
-73.5,-113.5,-8.29503824375
-73.5,-112.5,-7.66880229375
-73.5,-111.5,-7.5588282625000005
-73.5,-110.5,-7.5987243625000005
-73.5,-109.5,-7.773651175
-73.5,-108.5,-7.99368291875
-73.5,-107.5,-8.18776531875
-73.5,-106.5,-8.2960224125
-73.5,-105.5,-8.4350890625
-73.5,-104.5,-8.6352366875
-73.5,-103.5,-9.29930690625
-73.5,-102.5,-10.711057625
-73.5,-101.5,-12.18757828125
-73.5,-100.5,-12.776779093750001
-73.5,-99.5,-13.119131125
-73.5,-98.5,-13.755596125
-73.5,-97.5,-14.000089625
-73.5,-96.5,-14.00936125
-73.5,-95.5,-14.45511615625
-73.5,-94.5,-15.723624125
-73.5,-93.5,-16.297088625
-73.5,-92.5,-15.88507175
-73.5,-91.5,-15.3936243125
-73.5,-90.5,-15.30929753125
-73.5,-89.5,-15.777341875
-73.5,-88.5,-16.0174838125
-73.5,-87.5,-15.73926928125
-73.5,-86.5,-15.6234511875
-73.5,-85.5,-15.1008903125
-73.5,-84.5,-13.865330875
-73.5,-83.5,-12.9504899375
-73.5,-82.5,-11.99119196875
-73.5,-81.5,-12.05440153125
-73.5,-80.5,-14.4060373125
-73.5,-79.5,-16.35683059375
-73.5,-78.5,-15.80274496875
-73.5,-77.5,-15.496803125
-73.5,-76.5,-15.0912885625
-73.5,-75.5,-14.02633478125
-73.5,-74.5,-13.44928359375
-73.5,-73.5,-12.8533020625
-73.5,-72.5,-13.28172684375
-73.5,-71.5,-14.18802259375
-73.5,-70.5,-14.5060500625
-73.5,-69.5,-14.820524125
-73.5,-68.5,-15.7161339375
-73.5,-67.5,-17.5490054375
-73.5,-66.5,-19.099163125
-73.5,-65.5,-19.787465
-73.5,-64.5,-20.1928730625
-73.5,-63.5,-19.23551475
-73.5,-62.5,-18.46810925
-73.5,-61.5,-17.7703239375
-73.5,-60.5,-15.513876875
-73.5,-59.5,-14.36263284375
-73.5,-58.5,-14.71195415625
-73.5,-57.5,-14.90240475
-73.5,-56.5,-14.70711321875
-73.5,-55.5,-14.446777375
-73.5,-54.5,-14.345388375
-73.5,-53.5,-14.16850459375
-73.5,-52.5,-13.94309615625
-73.5,-51.5,-13.6375846875
-73.5,-50.5,-13.339284812499999
-73.5,-49.5,-13.0216865
-73.5,-48.5,-12.59016034375
-73.5,-47.5,-11.9824733125
-73.5,-46.5,-11.417398468750001
-73.5,-45.5,-11.0321521875
-73.5,-44.5,-10.823061000000001
-73.5,-43.5,-10.6219386875
-73.5,-42.5,-10.4353829375
-73.5,-41.5,-10.3096504375
-73.5,-40.5,-10.2050379375
-73.5,-39.5,-10.1721325625
-73.5,-38.5,-10.211435375
-73.5,-37.5,-10.26597409375
-73.5,-36.5,-10.37509159375
-73.5,-35.5,-10.5005970625
-73.5,-34.5,-10.6489258125
-73.5,-33.5,-10.75444415625
-73.5,-32.5,-10.79745290625
-73.5,-31.5,-10.8211460625
-73.5,-30.5,-10.7784443125
-73.5,-29.5,-10.6396273125
-73.5,-28.5,-10.3699911875
-73.5,-27.5,-10.1015033125
-73.5,-26.5,-10.0253296875
-73.5,-25.5,-10.11461821875
-73.5,-24.5,-10.24978825
-73.5,-23.5,-10.218078625
-73.5,-22.5,-10.221569125
-73.5,-21.5,-10.522081375
-73.5,-20.5,-11.9732703125
-73.5,-19.5,-13.581096531250001
-73.5,-18.5,-13.9106330625
-73.5,-17.5,-13.9074364375
-73.5,-16.5,-13.5167236875
-73.5,-15.5,-13.91747271875
-73.5,-14.5,-14.853900875
-73.5,-13.5,-15.5200080625
-73.5,-12.5,-16.40569875
-73.5,-11.5,-17.3027724375
-73.5,-10.5,-18.5943985
-73.5,-9.5,-20.65771675
-73.5,-8.5,-22.5183410625
-73.5,-7.5,-23.8920794375
-73.5,-6.5,-25.4169730625
-73.5,-5.5,-27.03306
-73.5,-4.5,-28.5626925625
-73.5,-3.5,-29.2745761875
-73.5,-2.5,-29.86324875
-73.5,-1.5,-30.8367509375
-73.5,-0.5,-30.854044875
-73.5,0.5,-30.388132249999998
-73.5,1.5,-30.41445825
-73.5,2.5,-31.252826499999998
-73.5,3.5,-32.5338345
-73.5,4.5,-33.790954625
-73.5,5.5,-34.89884575
-73.5,6.5,-35.861348
-73.5,7.5,-36.5394878125
-73.5,8.5,-37.1082555
-73.5,9.5,-37.6731359375
-73.5,10.5,-38.1511328125
-73.5,11.5,-38.4740695
-73.5,12.5,-38.7509345625
-73.5,13.5,-38.9332991875
-73.5,14.5,-38.7298176875
-73.5,15.5,-38.1697284375
-73.5,16.5,-37.58000825
-73.5,17.5,-37.1474103125
-73.5,18.5,-36.956329187499996
-73.5,19.5,-36.83221575
-73.5,20.5,-36.7457075
-73.5,21.5,-36.763304625
-73.5,22.5,-36.907542375
-73.5,23.5,-37.1869500625
-73.5,24.5,-37.59056675
-73.5,25.5,-37.998097625
-73.5,26.5,-37.76366975
-73.5,27.5,-36.8039540625
-73.5,28.5,-35.95824425
-73.5,29.5,-35.4915169375
-73.5,30.5,-35.4413544375
-73.5,31.5,-35.705850562500004
-73.5,32.5,-36.132324249999996
-73.5,33.5,-36.5198058125
-73.5,34.5,-36.9078578125
-73.5,35.5,-37.453359875000004
-73.5,36.5,-38.1478891875
-73.5,37.5,-38.8350021875
-73.5,38.5,-39.478495625
-73.5,39.5,-39.9775389375
-73.5,40.5,-40.3932209375
-73.5,41.5,-40.7519628125
-73.5,42.5,-41.0761726875
-73.5,43.5,-41.394958375
-73.5,44.5,-41.7268589375
-73.5,45.5,-42.020132312499996
-73.5,46.5,-42.271728625
-73.5,47.5,-42.460439625
-73.5,48.5,-42.546539375
-73.5,49.5,-42.4865934375
-73.5,50.5,-42.1874799375
-73.5,51.5,-41.800618375
-73.5,52.5,-41.360127500000004
-73.5,53.5,-40.7405806875
-73.5,54.5,-40.053051187499996
-73.5,55.5,-39.392467375
-73.5,56.5,-38.6083565
-73.5,57.5,-37.602113
-73.5,58.5,-36.338834812500004
-73.5,59.5,-34.9529094375
-73.5,60.5,-33.3993920625
-73.5,61.5,-31.5978393125
-73.5,62.5,-29.68884275
-73.5,63.5,-27.8928948125
-73.5,64.5,-25.626760375
-73.5,65.5,-23.314067875
-73.5,66.5,-22.501546
-73.5,67.5,-23.4790841875
-73.5,68.5,-25.558583375
-73.5,69.5,-25.269509437500002
-73.5,70.5,-24.0748091875
-73.5,71.5,-24.78578675
-73.5,72.5,-25.960234687499998
-73.5,73.5,-27.0462950625
-73.5,74.5,-28.39460275
-73.5,75.5,-30.3411360625
-73.5,76.5,-32.63119525
-73.5,77.5,-34.601553375
-73.5,78.5,-36.0928860625
-73.5,79.5,-37.20340175
-73.5,80.5,-37.9431365
-73.5,81.5,-38.662404875
-73.5,82.5,-39.539742625
-73.5,83.5,-40.3084414375
-73.5,84.5,-40.96031575
-73.5,85.5,-41.645243875
-73.5,86.5,-42.3315538125
-73.5,87.5,-43.100263437500004
-73.5,88.5,-43.865131125
-73.5,89.5,-44.553981
-73.5,90.5,-45.066351875
-73.5,91.5,-45.412290687500004
-73.5,92.5,-45.9084158125
-73.5,93.5,-46.7390758125
-73.5,94.5,-47.414938
-73.5,95.5,-47.74881875
-73.5,96.5,-47.9293306875
-73.5,97.5,-47.9864896875
-73.5,98.5,-48.013966875
-73.5,99.5,-47.990550125
-73.5,100.5,-47.8750608125
-73.5,101.5,-47.64798925
-73.5,102.5,-47.3437101875
-73.5,103.5,-47.1327926875
-73.5,104.5,-47.1493216875
-73.5,105.5,-47.2079871875
-73.5,106.5,-47.2922351875
-73.5,107.5,-47.4416495625
-73.5,108.5,-47.6764823125
-73.5,109.5,-47.953205312499996
-73.5,110.5,-48.1860581875
-73.5,111.5,-48.3465785
-73.5,112.5,-48.4340124375
-73.5,113.5,-48.453135312499995
-73.5,114.5,-48.422159875
-73.5,115.5,-48.3705139375
-73.5,116.5,-48.234953875
-73.5,117.5,-48.118926875
-73.5,118.5,-48.1038116875
-73.5,119.5,-48.1444996875
-73.5,120.5,-48.048381
-73.5,121.5,-47.8509426875
-73.5,122.5,-47.7378538125
-73.5,123.5,-47.6764223125
-73.5,124.5,-47.6648263125
-73.5,125.5,-47.6677256875
-73.5,126.5,-47.662842749999996
-73.5,127.5,-47.5454903125
-73.5,128.5,-47.246255125
-73.5,129.5,-46.948120125
-73.5,130.5,-46.6972045
-73.5,131.5,-46.3591601875
-73.5,132.5,-46.1197595625
-73.5,133.5,-45.6553248125
-73.5,134.5,-44.690394375
-73.5,135.5,-43.9049901875
-73.5,136.5,-43.5856525625
-73.5,137.5,-43.5547275625
-73.5,138.5,-43.47986875
-73.5,139.5,-42.9632765
-73.5,140.5,-42.3718460625
-73.5,141.5,-42.122649375
-73.5,142.5,-42.0017700625
-73.5,143.5,-41.8993025625
-73.5,144.5,-41.7111511875
-73.5,145.5,-41.442738625000004
-73.5,146.5,-41.098307500000004
-73.5,147.5,-40.7249050625
-73.5,148.5,-40.2902013125
-73.5,149.5,-39.7743321875
-73.5,150.5,-39.1748153125
-73.5,151.5,-38.627532
-73.5,152.5,-38.158496625
-73.5,153.5,-37.669220375
-73.5,154.5,-37.1423446875
-73.5,155.5,-36.791991375
-73.5,156.5,-36.6444519375
-73.5,157.5,-36.1520683125
-73.5,158.5,-35.2313145625
-73.5,159.5,-34.21110925
-73.5,160.5,-34.2870274375
-73.5,161.5,-33.955141624999996
-73.5,162.5,-31.516396874999998
-73.5,163.5,-28.6510408125
-73.5,164.5,-25.4523105625
-73.5,165.5,-22.425150875
-73.5,166.5,-18.986630375
-73.5,167.5,-16.27310271875
-73.5,168.5,-15.87973203125
-73.5,169.5,-15.6659908125
-73.5,170.5,-14.73776240625
-73.5,171.5,-14.3802165625
-73.5,172.5,-14.2547435625
-73.5,173.5,-14.00656134375
-73.5,174.5,-13.8532009375
-73.5,175.5,-13.79407678125
-73.5,176.5,-13.8565655
-73.5,177.5,-13.97497375
-73.5,178.5,-14.031229125
-73.5,179.5,-14.0306683125
-72.5,-179.5,-12.618906125
-72.5,-178.5,-12.57168578125
-72.5,-177.5,-12.5638925
-72.5,-176.5,-12.54947865625
-72.5,-175.5,-12.56291775
-72.5,-174.5,-12.6859111875
-72.5,-173.5,-12.81221384375
-72.5,-172.5,-12.9095935625
-72.5,-171.5,-13.0506305625
-72.5,-170.5,-13.27583875
-72.5,-169.5,-13.479917375
-72.5,-168.5,-13.6028804375
-72.5,-167.5,-13.6333731875
-72.5,-166.5,-13.63759609375
-72.5,-165.5,-13.6700763125
-72.5,-164.5,-13.66993146875
-72.5,-163.5,-13.62862015625
-72.5,-162.5,-13.5259915
-72.5,-161.5,-13.43867115625
-72.5,-160.5,-13.361188875
-72.5,-159.5,-13.2519225625
-72.5,-158.5,-13.101266875
-72.5,-157.5,-12.96801565625
-72.5,-156.5,-12.8026734375
-72.5,-155.5,-12.60503203125
-72.5,-154.5,-12.37927053125
-72.5,-153.5,-12.07337759375
-72.5,-152.5,-11.67406078125
-72.5,-151.5,-11.277191125
-72.5,-150.5,-10.9277038125
-72.5,-149.5,-10.6235561875
-72.5,-148.5,-10.32582475
-72.5,-147.5,-10.00693121875
-72.5,-146.5,-9.75136378125
-72.5,-145.5,-9.60627553125
-72.5,-144.5,-9.552400625
-72.5,-143.5,-9.511260875
-72.5,-142.5,-9.4433593125
-72.5,-141.5,-9.2937201875
-72.5,-140.5,-9.04817378125
-72.5,-139.5,-8.762252875
-72.5,-138.5,-8.45884715625
-72.5,-137.5,-8.1416931125
-72.5,-136.5,-7.854574281250001
-72.5,-135.5,-7.5986823875
-72.5,-134.5,-7.46294408125
-72.5,-133.5,-7.43011475625
-72.5,-132.5,-7.45118333125
-72.5,-131.5,-7.39693069375
-72.5,-130.5,-7.2538032625
-72.5,-129.5,-7.0881233625
-72.5,-128.5,-6.9917926625
-72.5,-127.5,-6.9239101625
-72.5,-126.5,-6.95435715
-72.5,-125.5,-6.8861999625
-72.5,-124.5,-6.8302097375
-72.5,-123.5,-6.696594225
-72.5,-122.5,-6.4984741249999995
-72.5,-121.5,-6.3847561
-72.5,-120.5,-6.2727661375
-72.5,-119.5,-6.2175331
-72.5,-118.5,-6.1802043937499995
-72.5,-117.5,-6.2300529000000004
-72.5,-116.5,-6.3229199
-72.5,-115.5,-6.3399772375
-72.5,-114.5,-6.27152249375
-72.5,-113.5,-6.2182826875
-72.5,-112.5,-6.246027
