"x"
2.35924974844169e+29
2.23755519737743e+29
2.04086406444292e+29
2.29013200422797e+29
2.14658841963002e+29
2.25519538648103e+29
2.45186624571978e+29
2.24983090895584e+29
2.15741852282645e+29
2.20458897780007e+29
2.29545701352999e+29
2.27079253866227e+29
2.21995335171581e+29
2.03656079048003e+29
2.6400839879739e+29
2.26682457912058e+29
2.29388600839847e+29
2.32511811102799e+29
2.18987098408945e+29
2.11039827400127e+29
2.20411984759702e+29
2.2850165024183e+29
2.29697954545903e+29
2.21157576680085e+29
2.33361835901646e+29
2.38622532236959e+29
2.14369073634932e+29
2.11025766473943e+29
2.56874162076975e+29
2.19155815992947e+29
2.3672007531406e+29
2.39481482369561e+29
2.30890915167256e+29
2.13089964522946e+29
2.49047309499995e+29
2.7021132806858e+29
2.53182109090426e+29
2.02434764827389e+29
2.40063100549684e+29
2.1892804108866e+29
2.16790027575951e+29
2.43614827212931e+29
2.2211578455827e+29
2.26967661719347e+29
2.42887301048891e+29
2.47537137629212e+29
2.12165447450691e+29
2.29704517366598e+29
1.90114407492406e+29
2.54617149901021e+29
2.12316727427419e+29
2.36120994288065e+29
2.02817629415864e+29
2.63008496681834e+29
2.104726154653e+29
2.22497968525384e+29
2.12491148824689e+29
2.18997635173438e+29
2.35141458076475e+29
2.1673128034465e+29
2.22365232643941e+29
2.26329229888036e+29
1.91699025841537e+29
2.17497828701769e+29
2.67741493110733e+29
2.06837529749361e+29
2.32844976826207e+29
2.1102663906022e+29
2.34135175127768e+29
2.28592841806759e+29
2.56656971209901e+29
1.94822751417799e+29
2.33612702970002e+29
2.25863511194082e+29
2.30206255765007e+29
2.23529353813046e+29
2.39201663018125e+29
2.5499328486436e+29
2.02249618719788e+29
2.51908431789072e+29
2.09211675276212e+29
2.38948122251715e+29
2.356808337267e+29
2.25235124214666e+29
1.99292472246669e+29
2.49047116392483e+29
2.26274237291384e+29
2.47264557420238e+29
2.17993024118903e+29
2.15548332696174e+29
2.36881717186669e+29
2.24170129122588e+29
2.52250277486642e+29
2.40269327109846e+29
2.33156886885545e+29
2.20936923026303e+29
2.15151085536215e+29
2.25365389558284e+29
2.27605522073158e+29
2.40141884032756e+29
2.06099859855297e+29
2.07676584914217e+29
2.35340358911778e+29
2.29468815814642e+29
2.37609825721615e+29
2.01942913899602e+29
2.42576677868079e+29
2.28457830318881e+29
2.24507496357521e+29
2.10586015532164e+29
2.67577832599744e+29
2.22053812609217e+29
2.42638470077305e+29
2.17837472670297e+29
2.06257098309931e+29
2.45472844000838e+29
2.44406632073945e+29
2.34937470555836e+29
2.24185092393607e+29
2.63027400543553e+29
2.18340822498932e+29
2.28678950642382e+29
2.33999417996457e+29
2.24127135020154e+29
2.21834952851481e+29
2.25408288222625e+29
2.31687447248807e+29
2.4045252750956e+29
2.36809524166786e+29
2.43667377116523e+29
2.36821991013049e+29
2.24921245921494e+29
2.33731550078855e+29
2.24501455925875e+29
2.41390067023032e+29
