Numb	Lon	Lat	Hcc	Sed	Hc	Type	DLy1	DLy2	DLy3	TLy1	TLy2	TLy3	VP1	VP2	VP3	VS1	VS2	VS3	VPN	VSN	RHO1	RHO2	RHO3	RHON
62518	57.5	-83.5	41	0	41	PLAT	13.53	27.06	41	13.53	13.53	13.94	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62519	58.5	-83.5	41	0	41	PLAT	13.53	27.06	41	13.53	13.53	13.94	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62520	59.5	-83.5	41	0	41	PLAT	13.53	27.06	41	13.53	13.53	13.94	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62521	60.5	-83.5	41	0	41	PLAT	13.53	27.06	41	13.53	13.53	13.94	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62522	61.5	-83.5	40.9999	0	40.9999	PLAT	13.53	27.06	40.9999	13.53	13.53	13.94	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62523	62.5	-83.5	40.9997	0	40.9997	PLAT	13.5299	27.0598	40.9997	13.5299	13.5299	13.9399	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62524	63.5	-83.5	40.999	0	40.999	PLAT	13.5297	27.0593	40.999	13.5297	13.5297	13.9397	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62525	64.5	-83.5	40.9978	0	40.9978	PLAT	13.5293	27.0585	40.9978	13.5293	13.5293	13.9392	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62526	65.5	-83.5	40.9967	0	40.9967	PLAT	13.5289	27.0578	40.9967	13.5289	13.5289	13.9389	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62527	66.5	-83.5	40.997	0	40.997	PLAT	13.529	27.058	40.997	13.529	13.529	13.939	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62528	67.5	-83.5	40.9954	0	40.9954	PLAT	13.5285	27.057	40.9954	13.5285	13.5285	13.9384	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62529	68.5	-83.5	40.9912	0	40.9912	PLAT	13.5271	27.0542	40.9912	13.5271	13.5271	13.937	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62530	69.5	-83.5	40.9994	0	40.9994	PLAT	13.5298	27.0596	40.9994	13.5298	13.5298	13.9398	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62531	70.5	-83.5	41.0699	0	41.0699	PLAT	13.5531	27.1061	41.0699	13.5531	13.5531	13.9638	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62532	71.5	-83.5	41.3036	0	41.3036	PLAT	13.6302	27.2604	41.3036	13.6302	13.6302	14.0432	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62533	72.5	-83.5	41.7012	0	41.7012	PLAT	13.7614	27.5228	41.7012	13.7614	13.7614	14.1784	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62534	73.5	-83.5	41.9281	0	41.9281	PLAT	13.8363	27.6726	41.9281	13.8363	13.8363	14.2556	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62535	74.5	-83.5	41.9926	0	41.9926	PLAT	13.8575	27.7151	41.9926	13.8575	13.8575	14.2775	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62536	75.5	-83.5	42.0076	0	42.0076	PLAT	13.8625	27.725	42.0076	13.8625	13.8625	14.2826	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62537	76.5	-83.5	42.0726	0	42.0726	PLAT	13.8839	27.7679	42.0726	13.8839	13.8839	14.3047	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62538	77.5	-83.5	42.3005	0	42.3005	PLAT	13.9592	27.9183	42.3005	13.9592	13.9592	14.3822	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62539	78.5	-83.5	42.6973	0	42.6973	PLAT	14.0901	28.1802	42.6973	14.0901	14.0901	14.5171	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62540	79.5	-83.5	42.924	0	42.924	PLAT	14.1649	28.3298	42.924	14.1649	14.1649	14.5941	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62541	80.5	-83.5	42.9985	0	42.9985	PLAT	14.1895	28.379	42.9985	14.1895	14.1895	14.6195	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62542	81.5	-83.5	43.0144	0	43.0144	PLAT	14.1948	28.3895	43.0144	14.1948	14.1948	14.6249	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62543	82.5	-83.5	43.0051	0	43.0051	PLAT	14.1917	28.3833	43.0051	14.1917	14.1917	14.6217	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62544	83.5	-83.5	42.9654	0	42.9654	PLAT	14.1786	28.3572	42.9654	14.1786	14.1786	14.6082	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62545	84.5	-83.5	42.858	0	42.858	PLAT	14.1431	28.2862	42.858	14.1431	14.1431	14.5717	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62546	85.5	-83.5	42.6486	0	42.6486	PLAT	14.074	28.1481	42.6486	14.074	14.074	14.5005	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62547	86.5	-83.5	42.3652	0	42.3652	PLAT	13.9805	27.961	42.3652	13.9805	13.9805	14.4042	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62548	87.5	-83.5	42.1093	0	42.1093	PLAT	13.8961	27.7921	42.1093	13.8961	13.8961	14.3172	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62549	88.5	-83.5	41.8799	0	41.8799	PLAT	13.8204	27.6408	41.8799	13.8204	13.8204	14.2392	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62550	89.5	-83.5	41.627	0	41.627	PLAT	13.7369	27.4738	41.627	13.7369	13.7369	14.1532	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62551	90.5	-83.5	41.3552	0	41.3552	PLAT	13.6472	27.2944	41.3552	13.6472	13.6472	14.0608	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62552	91.5	-83.5	41.1509	0	41.1509	PLAT	13.5798	27.1596	41.1509	13.5798	13.5798	13.9913	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62553	92.5	-83.5	41.0466	0	41.0466	PLAT	13.5454	27.0908	41.0466	13.5454	13.5454	13.9558	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62554	93.5	-83.5	41.0076	0	41.0076	PLAT	13.5325	27.065	41.0076	13.5325	13.5325	13.9426	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62555	94.5	-83.5	40.9751	0	40.9751	PLAT	13.5218	27.0436	40.9751	13.5218	13.5218	13.9315	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62556	95.5	-83.5	40.8798	0	40.8798	PLAT	13.4903	26.9807	40.8798	13.4903	13.4903	13.8991	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62557	96.5	-83.5	40.658	0	40.658	PLAT	13.4171	26.8343	40.658	13.4171	13.4171	13.8237	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62558	97.5	-83.5	40.3437	0	40.3437	PLAT	13.3134	26.6268	40.3437	13.3134	13.3134	13.7169	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62559	98.5	-83.5	40.0984	0	40.0984	PLAT	13.2325	26.465	40.0984	13.2325	13.2325	13.6335	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62560	99.5	-83.5	39.903	0.01	39.913	PLAT	13.178	26.346	39.913	13.168	13.168	13.567	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62561	100.5	-83.5	39.6492	0.01	39.6592	PLAT	13.0942	26.1785	39.6592	13.0842	13.0842	13.4807	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62562	101.5	-83.5	39.3117	0	39.3117	PLAT	12.9729	25.9457	39.3117	12.9729	12.9729	13.366	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62563	102.5	-83.5	39.0841	0	39.0841	PLAT	12.8977	25.7955	39.0841	12.8977	12.8977	13.2886	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62564	103.5	-83.5	39.0026	0	39.0026	PLAT	12.8709	25.7417	39.0026	12.8709	12.8709	13.2609	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62565	104.5	-83.5	38.99	0	38.99	PLAT	12.8667	25.7334	38.99	12.8667	12.8667	13.2566	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62566	105.5	-83.5	38.9951	0	38.9951	PLAT	12.8684	25.7368	38.9951	12.8684	12.8684	13.2583	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62567	106.5	-83.5	38.9989	0	38.9989	PLAT	12.8696	25.7392	38.9989	12.8696	12.8696	13.2596	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62568	107.5	-83.5	38.9998	0	38.9998	PLAT	12.8699	25.7399	38.9998	12.8699	12.8699	13.2599	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62569	108.5	-83.5	39	0	39	PLAT	12.87	25.74	39	12.87	12.87	13.26	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62570	109.5	-83.5	39	0	39	PLAT	12.87	25.74	39	12.87	12.87	13.26	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62571	110.5	-83.5	39	0	39	PLAT	12.87	25.74	39	12.87	12.87	13.26	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62572	111.5	-83.5	39	0	39	PLAT	12.87	25.74	39	12.87	12.87	13.26	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62573	112.5	-83.5	39	0	39	PLAT	12.87	25.74	39	12.87	12.87	13.26	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62574	113.5	-83.5	39.0003	0	39.0003	PLAT	12.8701	25.7402	39.0003	12.8701	12.8701	13.2601	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62575	114.5	-83.5	39.0017	0	39.0017	PLAT	12.8706	25.7411	39.0017	12.8706	12.8706	13.2606	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62576	115.5	-83.5	39.0045	0	39.0045	PLAT	12.8715	25.7429	39.0045	12.8715	12.8715	13.2615	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62577	116.5	-83.5	39.0087	0	39.0087	PLAT	12.8729	25.7457	39.0087	12.8729	12.8729	13.2629	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62578	117.5	-83.5	38.9938	0	38.9938	PLAT	12.868	25.7359	38.9938	12.868	12.868	13.2579	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62579	118.5	-83.5	38.9084	0	38.9084	PLAT	12.8398	25.6795	38.9084	12.8398	12.8398	13.2288	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62580	119.5	-83.5	38.6773	0	38.6773	PLAT	12.7635	25.527	38.6773	12.7635	12.7635	13.1503	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62581	120.5	-83.5	38.321	0	38.321	PLAT	12.6459	25.2918	38.321	12.6459	12.6459	13.0291	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62582	121.5	-83.5	38.0941	0	38.0941	PLAT	12.571	25.1421	38.0941	12.571	12.571	12.952	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62583	122.5	-83.5	38.0105	0	38.0105	PLAT	12.5435	25.0869	38.0105	12.5435	12.5435	12.9236	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62584	123.5	-83.5	37.9927	0	37.9927	PLAT	12.5376	25.0752	37.9927	12.5376	12.5376	12.9175	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62585	124.5	-83.5	37.9937	0	37.9937	PLAT	12.5379	25.0759	37.9937	12.5379	12.5379	12.9179	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62586	125.5	-83.5	37.9982	0	37.9982	PLAT	12.5394	25.0788	37.9982	12.5394	12.5394	12.9194	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62587	126.5	-83.5	37.9995	0	37.9995	PLAT	12.5399	25.0797	37.9995	12.5399	12.5399	12.9198	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62588	127.5	-83.5	38	0	38	PLAT	12.54	25.08	38	12.54	12.54	12.92	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62589	128.5	-83.5	38.0001	0	38.0001	PLAT	12.54	25.08	38.0001	12.54	12.54	12.92	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62590	129.5	-83.5	37.9998	0	37.9998	PLAT	12.5399	25.0798	37.9998	12.5399	12.5399	12.9199	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62591	130.5	-83.5	37.9989	0	37.9989	PLAT	12.5396	25.0792	37.9989	12.5396	12.5396	12.9196	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62592	131.5	-83.5	37.9969	0	37.9969	PLAT	12.539	25.078	37.9969	12.539	12.539	12.919	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62593	132.5	-83.5	37.9946	0	37.9946	PLAT	12.5382	25.0765	37.9946	12.5382	12.5382	12.9182	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62594	133.5	-83.5	37.994	0	37.994	PLAT	12.538	25.076	37.994	12.538	12.538	12.918	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62595	134.5	-83.5	37.9935	0	37.9935	PLAT	12.5378	25.0757	37.9935	12.5378	12.5378	12.9178	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62596	135.5	-83.5	37.9933	0	37.9933	PLAT	12.5378	25.0756	37.9933	12.5378	12.5378	12.9177	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62597	136.5	-83.5	37.9972	0	37.9972	PLAT	12.5391	25.0782	37.9972	12.5391	12.5391	12.9191	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62598	137.5	-83.5	38.031	0	38.031	PLAT	12.5502	25.1005	38.031	12.5502	12.5502	12.9305	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62599	138.5	-83.5	38.139	0	38.139	PLAT	12.5859	25.1718	38.139	12.5859	12.5859	12.9673	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62600	139.5	-83.5	38.3538	0	38.3538	PLAT	12.6567	25.3135	38.3538	12.6567	12.6567	13.0403	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
62601	140.5	-83.5	38.6392	0	38.6392	EXCT	12.7509	25.5019	38.6392	12.7509	12.7509	13.1373	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62602	141.5	-83.5	38.8896	0	38.8896	EXCT	12.8336	25.6671	38.8896	12.8336	12.8336	13.2225	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62603	142.5	-83.5	39.1062	0	39.1062	EXCT	12.905	25.8101	39.1062	12.905	12.905	13.2961	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62604	143.5	-83.5	39.3591	0	39.3591	EXCT	12.9885	25.977	39.3591	12.9885	12.9885	13.3821	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62605	144.5	-83.5	39.6505	0	39.6505	EXCT	13.0847	26.1693	39.6505	13.0847	13.0847	13.4812	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62606	145.5	-83.5	39.8941	0	39.8941	EXCT	13.165	26.3301	39.8941	13.165	13.165	13.564	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62607	146.5	-83.5	40.1039	0	40.1039	EXCT	13.2343	26.4685	40.1039	13.2343	13.2343	13.6353	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62608	147.5	-83.5	40.3516	0	40.3516	EXCT	13.316	26.6321	40.3516	13.316	13.316	13.7195	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62609	148.5	-83.5	40.6465	0	40.6465	EXCT	13.4133	26.8267	40.6465	13.4133	13.4133	13.8198	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62610	149.5	-83.5	40.8962	0	40.8962	EXCT	13.4957	26.9915	40.8962	13.4957	13.4957	13.9047	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62611	150.5	-83.5	41.1086	0	41.1086	EXCT	13.5658	27.1317	41.1086	13.5658	13.5658	13.9769	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62612	151.5	-83.5	41.3517	0	41.3517	EXCT	13.646	27.2921	41.3517	13.646	13.646	14.0596	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62613	152.5	-83.5	41.6381	0	41.6381	EXCT	13.7406	27.4811	41.6381	13.7406	13.7406	14.1569	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62614	153.5	-83.5	41.8931	0	41.8931	EXCT	13.8247	27.6495	41.8931	13.8247	13.8247	14.2437	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62615	154.5	-83.5	42.1179	0	42.1179	EXCT	13.8989	27.7978	42.1179	13.8989	13.8989	14.3201	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62616	155.5	-83.5	42.3755	0	42.3755	EXCT	13.9839	27.9678	42.3755	13.9839	13.9839	14.4077	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62617	156.5	-83.5	42.6541	0	42.6541	EXCT	14.0759	28.1517	42.6541	14.0759	14.0759	14.5024	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62618	157.5	-83.5	42.8334	0	42.8334	EXCT	14.135	28.2701	42.8334	14.135	14.135	14.5634	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62619	158.5	-83.5	42.8324	0	42.8324	EXCT	14.1347	28.2694	42.8324	14.1347	14.1347	14.563	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62620	159.5	-83.5	42.6549	0	42.6549	EXCT	14.0761	28.1523	42.6549	14.0761	14.0761	14.5027	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62621	160.5	-83.5	42.3929	0	42.3929	EXCT	13.9897	27.9793	42.3929	13.9897	13.9897	14.4136	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62622	161.5	-83.5	42.175	0	42.175	EXCT	13.9177	27.8355	42.175	13.9177	13.9177	14.3395	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62623	162.5	-83.5	42.0242	0	42.0242	EXCT	13.868	27.736	42.0242	13.868	13.868	14.2882	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
62624	163.5	-83.5	41.847	0	41.847	EXCT	13.8095	27.619	41.847	13.8095	13.8095	14.228	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
