RTP-BZ-400-05,Volcanos,YoungRift,LithoRef18-1deg,gradient,Trench,TopoI1,Transform,MeanCurvature-TopoIso-corr,Susceptibility-Sz-LitMod-Aus17-Afr,Ridge,binned-SL2013-2deg,lon,lat,Depth2Moho,VP1,VP2,VP3,VS1,VS2,VS3,Hcc,is_land
-3.708778738975,306.770751953,-15.3500003815,58.1639938354,84.9,4300.0,-593.788391113,1877.0,-0.029139308780424,0.0154338092543062,1324.0,,-178.5,-77.5,25.9,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,24.8126,False
-3.5224899649625,330.190002441,21.8899993896,58.5679244995,54.1,4280.0,-579.617919922,1890.0,-0.0292165080458,0.0151796056888937,1323.0,,-177.5,-77.5,25.9,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,24.1734,False
-2.23566582799,365.618438721,177.399993896,61.4500617981,66.05,4139.0,-489.080718994,1995.0,-0.025986832156768,0.0155793647281874,1333.0,,-170.5,-77.5,26.6,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,21.0699,False
-1.18946236372025,228.099411011,315.899993896,54.6670608521,28.5,4012.0,-437.471618652,2102.0,-0.026753151118756,0.0174129318911624,1371.0,,-164.5,-77.5,27.0,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,23.3607,False
-0.66283840686075,160.233154297,384.200012207,49.9154243469,52.1,3946.0,-593.382080078,2161.0,-0.025948268547648,0.0106307508540437,1401.0,,-161.5,-77.5,27.0,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,25.3645,False
-4.5936280488975,191.442016602,38.9199981689,54.4002075195,38.204615,4393.0,-619.349243164,1821.0,-0.023536600843068,0.0164696602733,1336.0,,176.5,-77.5,25.2,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,23.7886,False
-4.4280349016175,214.239379883,38.9099998474,55.463470459,58.808825,4375.0,-629.473388672,1831.0,-0.025104391500348,0.0165765320416625,1332.0,,177.5,-77.5,25.3,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,24.3609,False
-4.2550157308575,237.201705933,38.8699989319,56.6991157532,78.1988533333333,4357.0,-688.848693848,1841.0,-0.026568880304696,0.0157734626554937,1329.0,,178.5,-77.5,25.4,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,24.5537,False
-4.07636213303,260.278198242,14.9399995804,57.4782142639,62.217105,4338.0,-623.014465332,1853.0,-0.027794027701024,0.0155202454188937,1327.0,,179.5,-77.5,25.5,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,24.6762,False
-4.871797204015,75.4485549927,13.5699996948,61.7358436584,87.96,4681.0,-603.916992188,1643.0,-0.0111329305544436,0.0206274489173624,1350.0,,164.5,-76.5,26.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,25.2068,False
-4.886028409005,84.0546264648,-36.8800010681,52.388923645,106.0,4631.0,-700.974731445,1652.0,-0.007910617180168,0.0236428813077375,1308.0,4.0,167.5,-76.5,26.0,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,21.4245,False
-4.4127607345575,77.9552612305,23.25,60.7479286194,85.795,4592.0,-693.973266602,1532.0,-0.012879828587164,0.0223561084130749,1261.0,,164.5,-75.5,27.1,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,23.8825,False
-4.37874519825,90.9243392944,-15.5600004196,57.2905349731,86.8575,4582.0,-779.816772461,1534.0,-0.0096188602037672,0.0250028439331812,1244.0,,165.5,-75.5,27.0,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,23.4415,False
-4.2548897266375,131.847610474,-20.2399997711,52.8685264587,118.0,4565.0,-367.227233887,1542.0,-0.0065034090355032,0.0253823103848812,1213.0,,167.5,-75.5,26.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,18.63,False
5.3014985322975,118.843200684,200.300003052,53.3152923584,54.0625,2480.0,-804.842712402,2447.0,0.0041384395398212,0.0168631628621312,2035.0,,-105.5,-74.5,29.1,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,25.4152,False
5.11870598793,75.8564987183,193.199996948,53.4082183838,64.1428571428571,2428.0,-825.569702148,2388.0,0.0045758789405228,0.0187535592122,1977.0,,-103.5,-74.5,29.3,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,26.4351,False
-3.4093191623675,86.9546813965,5.21999979019,49.8263549805,108.0,4459.0,-789.142456055,1432.0,-0.0008945232961557,0.0260146260261562,1120.0,5.0,167.5,-74.5,27.4,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,23.5897,False
4.5570151805875,133.625793457,336.399993896,59.8932113647,8.6,2626.0,-496.72177124,2639.0,-0.0052270641736688,0.0154067739494812,1990.0,,-112.5,-73.5,27.1,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,26.5813,False
4.8315939903275,141.07661438,307.299987793,53.9132118225,92.1,2401.0,-443.252838135,2402.0,0.0027785887103512,0.0155926202423875,1982.0,,-104.5,-73.5,27.3,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,26.8246,False
1.536782339216,1359.84130859,502.5,124.447021484,61.0,1224.0,-4246.22460938,1189.0,-0.016392435207956,0.02511921396945,1197.0,,-22.5,-71.5,12.2,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,4.8199,False
-1.4937808513625,1194.88562012,531.700012207,125.197975159,78.95,1162.0,-4229.84912109,1064.0,-0.0174050401151199,0.0254857044201437,1146.0,6.0,-34.5,-70.5,13.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,4.0617,False
-0.84279257059025,1229.25244141,548.799987793,124.709846497,87.0,1101.0,-4438.41552734,1089.0,-0.0152246520668279,0.0287147286580937,1123.0,6.0,-26.5,-70.5,12.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,4.5075,False
4.565195798875,1579.69177246,975.0,159.003158569,12.15,1444.0,-331.365692139,1250.0,0.01134681195021,0.0224612972233375,1250.0,,-5.5,-70.5,29.0,6.163261849,6.536477074,6.909732613,3.572958263,3.766210741,3.959192911,28.5182,False
2.7065927386275,646.72442627,461.299987793,116.012138367,69.0,3851.0,-4079.69189453,1375.0,-0.03502840176224,0.0328646628186125,439.299987793,,-173.5,-69.5,11.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,5.8412,False
5.638400673865,1510.65368652,1060.0,138.245361328,15.15,1376.0,-1838.77661133,1164.0,-0.0032637062901599,0.0118865161202812,1164.0,,-5.5,-69.5,17.4,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,14.8465,False
-1.7395434975625,2426.38916016,901.700012207,188.620544434,-12.5,3024.0,-280.649536133,2757.0,-0.0015444495039994,0.0128679330809975,1903.0,,38.5,-69.5,34.7,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,34.2206,False
-1.2489647567275,2463.21679688,866.700012207,187.047210693,179.666666666667,3062.0,-31.5180034637,2795.0,-0.0012915220193113,0.0186355980695206,1922.0,,39.5,-69.5,36.0,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,35.9302,False
-3.069884479045,1822.48852539,52.9599990845,181.111740112,121.0,4272.0,-656.012451172,3773.0,0.0053791228309271,0.015697784489025,2713.0,,74.5,-69.5,28.7,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,27.8887,False
2.9540776014325,680.78515625,536.299987793,117.00479126,104.0,3736.0,-4120.33935547,1291.0,-0.0371090045571319,0.0339623079635187,323.200012207,4.0,-174.5,-68.5,11.0,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,6.5453,False
-2.75634455681,328.810424805,539.5,62.4019966125,83.1,1440.0,-3572.88037109,1443.0,-0.0093587786145439,0.0357183490414312,1064.0,5.0,-82.5,-68.5,13.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,7.2586,False
-2.5287940502175,368.730743408,523.5,56.7071418762,80.0,1415.0,-3660.89306641,1417.0,-0.0084527283534415,0.035447495058175,1026.0,,-81.5,-68.5,13.3,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,7.4085,False
-5.31291270256,1711.48510742,-79.6800003052,180.086502075,83.2,4280.0,-622.866577148,3901.0,0.006163115948438,0.0143290465348437,2691.0,,72.5,-68.5,26.4,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,21.4776,False
-6.463564515115,1798.32739258,1512.0,119.353713989,75.1,2453.0,-4436.52197266,2166.0,-0.014183061793448,0.0224729713518187,1554.0,,23.5,-67.5,14.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,5.0395,False
-6.6294429302225,1600.45471191,-45.4000015259,175.38168335,81.15,4350.0,-617.041687012,3965.0,0.0083731986396032,0.0106823882087937,2616.0,,72.5,-67.5,26.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,21.4022,False
0.4627585336565,665.441040039,1087.0,112.247718811,67.0,2089.0,-4705.57275391,2206.0,-0.010501384139068,0.0355986941140062,1449.0,,-105.5,-66.5,12.7,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,6.7768,False
