RTP,LAB,Curie,elevation,gradient,Moho,Magnetic,Ridge,Susceptibility,tectonicunit,Topo,Transform,Trench,Volcanos,YoungRift,VP1,VP2,VP3,VS1,VS2,VS3,lat,lon,is_land
-2.9873069,90.94435,41.818382,,,13.52,-19.38034,1096,0.02995562,5,-4420.636,1349,1326,365.66855,777.6,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-85,FALSE
-2.6754017,90.35772,40.392548,,,13.52,-19.095083,1052,0.02995562,,-4310.7095,1315,1298,396.3396,761.8,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-84,FALSE
-2.37551595,89.7729,39.675434,,,13.52,-23.56932,1008,0.02995562,5,-4277.8804,1282,1271,428.93304,747.6,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-83,FALSE
-2.10255465,89.390724,37.84837,,,13.52,51.174507,963.8,0.02995562,,-4239.5,1250,1246,463.03436,735.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-82,FALSE
-1.8619867,89.229,35.2238,,,13.52,-49.833973,920.2,0.02995562,5,-4151.439,1220,1216,498.32678,724.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-81,FALSE
-1.650130475,89.29116,33.954674,,,13.52,48.089912,876.9,0.02995562,,-4114.1626,1191,1187,534.5671,715.5,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-80,FALSE
-1.455537975,88.95982,34.067745,,,13.52,17.910889,833.8,0.029948281,5,-3997.0413,1163,1160,571.56744,686.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-79,FALSE
-1.259955375,88.84383,34.3755,,,13.52,-0.014957452,791,0.030001627,,-3809.4585,1137,1135,609.11755,642.3,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-78,FALSE
-1.039953608,90.16577,35.031975,,,13.52,-29.730795,748.6,0.030587278,5,-3431.4065,1111,1111,648.81836,598.2,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-77,FALSE
-0.769344162,92.13861,36.11145,,,13.52,-51.279133,706.7,0.030297393,,-3327.7595,1085,1089,683.1233,554.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-76,FALSE
-0.42307539,94.51087,36.444874,,,13.52,-22.30919,665.5,0.028667376,5,-3396.5579,1059,1069,678.00055,509.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-75,FALSE
0.017976057,98.11465,35.284218,,,13.52,-2.5003572,624.9,0.026299395,,-3674.5403,1034,1052,635.3781,465.7,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-74,FALSE
0.562089943,104.42659,33.48342,,,36.82,2.229688,585.2,0.011934316,4,-3504.081,1010,1036,589.703,421.5,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-73,FALSE
1.20304235,111.59636,32.025284,,,37.08,-32.9863,546.5,0.009463793,,-489.4607,981.4,1023,546.3786,377.2,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-72,FALSE
1.917858275,116.66372,30.396032,,,37.37,-26.551962,509.2,0.007262821,4,-598.11786,944.1,1011,503.22467,332.9,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-71,FALSE
2.6663532,119.47135,29.413055,,,37.64,-12.388327,473.6,0.011073655,,-519.84033,907.9,1003,460.4772,288.6,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-70,FALSE
3.3922332,120.8882,29.15906,,,38.01,-36.72599,440,0.01076266,4,-539.8647,872.3,996.6,418.27045,244.3,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-69,FALSE
4.02731245,121.73446,28.697481,,,38.56,127.48891,409.1,0.011542511,,-702.20667,837,993.2,376.79422,199.9,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-68,TRUE
4.500775075,123.66844,28.28692,,,39.3,231.02492,381.3,0.010993194,4,-44.689507,801.8,992.4,336.32346,155.6,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-67,TRUE
4.75231615,125.98955,27.921083,,,39.51,-17.829098,357.5,0.00974466,,50.263798,767.6,994.3,297.26523,111.2,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-66,TRUE
4.7461514,123.6397,27.535051,,,24.482813,206.96906,338.6,0.014920694,3,1179.6798,735,998.9,260.24026,66.83,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-65,TRUE
4.481048175,118.72279,27.30617,,,23.873487,-79.37578,325.4,0.015146628,,-468.20804,704.1,1006,226.2225,22.46,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-64,FALSE
3.99145855,117.20866,27.36761,,,23.156149,17.538174,318.6,0.015656709,3,-225.41833,675.3,1016,196.79091,-5.5,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-63,FALSE
3.339112125,117.418655,27.624277,,,22.584677,-9.885891,318.5,0.012652673,,-314.51132,648.9,1028,174.59438,18.54,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-62,FALSE
2.5988886,118.947136,27.628672,,,39.57,-38.54831,325.3,0.008590647,6,-454.36237,625,1043,163.68904,52.54,6.022930001,6.375132233,6.757653375,3.40913683,3.652534983,3.831068228,-67,-61,FALSE
1.843636075,121.48177,27.747194,,,39.68,-29.171345,338.5,0.009150638,,-535.749,604.2,1060,164.2925,88.59,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-60,FALSE
1.133089238,124.43556,28.162012,,,39.75,5.8387046,357.4,0.009153808,6,-558.36017,586.6,1079,176.24149,124.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-59,FALSE
0.508201355,127.78846,28.898365,,,39.75,-9.223534,381.1,0.007592492,,-452.7306,572.6,1100,200.7338,162.2,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-58,FALSE
-0.008867953,130.64717,29.671234,,,39.66,-16.739622,408.7,0.007608852,4,-461.46225,562.4,1123,233.36816,199.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-57,FALSE
-0.412117457,131.77202,29.932817,,,39.46,-26.636812,439.4,0.01023938,,-443.15915,556.4,1148,264.81244,237.4,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-56,FALSE
-0.707416848,130.85442,30.997814,,,39.14,-11.558283,467.9,0.010309073,4,-2096.3557,554.5,1175,294.9217,274.5,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-55,FALSE
-0.908318413,128.42677,32.786545,,,38.68,-19.351532,492,0.00636324,,-2719.7588,555.9,1203,327.66467,310.6,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-54,FALSE
-1.03231524,125.19542,33.861183,,,38.11,-20.874407,519.3,0.010115986,4,-3062.347,561.4,1233,356.04434,345.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,-53,FALSE
-1.09790455,121.2963,35.752003,,,13.52,-6.052008,549.3,0.028617983,,-3299.7249,571,1264,381.5116,381,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-52,FALSE
-1.122097125,116.58115,37.69678,,,13.52,7.5840487,573.9,0.030722121,4,-3254.5652,584.5,1296,408.7766,415.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-51,FALSE
-1.119087425,111.06941,39.604942,,,13.52,-16.141205,594.8,0.029948485,,-3584.601,601.6,1314,437.90524,446.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-50,FALSE
-1.099760975,106.155464,41.194786,,,13.52,3.4970222,618.8,0.029955664,5,-3788.3145,622.1,1272,470.4544,479.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-49,FALSE
-1.071630375,102.76766,41.170185,,,13.52,-1.4956341,645.5,0.029955606,,-3922.8906,645.5,1231,505.3599,513.6,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-48,FALSE
-1.0394839,100.704605,41.362103,,,13.52,44.70532,674.6,0.02995562,5,-4197.851,671.6,1190,542.0075,549.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-47,FALSE
-1.006077875,99.24571,41.793297,,,13.52,14.955499,705.8,0.02995562,,-4291.2437,678.2,1149,580.0764,587.7,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-46,FALSE
-0.973681,98.30523,41.978146,,,13.52,9.185084,737.7,0.02995562,5,-4306.43,669.7,1110,619.2958,623.1,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-45,FALSE
-0.945581348,98.01991,41.816547,,,13.52,39.984276,770.8,0.02995562,,-4337.992,659.8,1071,659.45245,653.8,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-44,FALSE
-0.92684711,97.92193,41.6416,,,13.52,25.87742,805.4,0.02995562,5,-4388.127,652.6,1033,700.3761,686.5,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-43,FALSE
-0.923332475,97.61478,41.991978,,,13.52,48.751114,841.3,0.02995562,,-4413.997,646.3,995.3,741.93085,720.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-42,FALSE
-0.939286563,97.50285,41.882893,,,13.52,20.212812,862.4,0.02995562,5,-4536.735,640.8,959,784.00714,756.7,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-41,FALSE
-0.974891875,97.76622,41.30222,,,13.52,9.794129,833.1,0.02995562,,-4576.6265,634.6,923.9,826.3657,793.8,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-40,FALSE
-1.025713023,98.631325,40.607353,,,13.52,-34.314373,805.6,0.02995562,5,-4573.046,628.6,890,871.82153,831.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-39,FALSE
-1.084966288,99.8123,39.846527,,,13.52,-69.80159,780.3,0.02995562,,-4605.948,624.6,857.6,908.89764,871,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-38,FALSE
-1.14716785,101.30029,39.60551,,,13.52,14.607336,757.4,0.02995562,5,-4605.738,621.2,826.8,911.53046,910.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-37,FALSE
-1.21078475,103.136986,39.854202,,,13.52,-134.77048,737.1,0.02995562,,-4667.0776,618.4,797.8,888.2417,951.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-36,FALSE
-1.27753205,105.10793,40.467407,,,13.52,-74.26583,719.6,0.02995562,5,-4697.203,618.4,770.9,864.68677,974,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-35,FALSE
-1.348755625,107.32643,41.832943,-4933,74,13.52,-120.4226,705.1,0.02995562,,-4716.5884,620.4,746.2,844.9194,970.9,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-34,FALSE
-1.421395425,109.51607,43.087856,,,13.52,-112.073524,693.9,0.02995562,5,-4736.614,626,724,827.6127,969,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-33,FALSE
-1.486332025,111.12959,43.71208,,,13.52,-54.066444,686,0.02995562,,-4727.0845,635.5,704.6,813.0195,968.5,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-32,FALSE
-1.53104875,112.324745,43.681393,,,13.52,-74.535614,681.6,0.02995562,5,-4756.8135,648.5,688.1,801.2909,969.3,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-31,FALSE
-1.545507425,113.264786,43.057793,,,13.52,-38.143486,680.9,0.02995562,,-4754.001,664.8,674.9,792.5561,971.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-30,FALSE
-1.5268056,113.4996,42.694958,,,13.52,17.024664,683.6,0.02995562,5,-4826.077,663.7,665,786.91754,974.7,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-29,FALSE
-1.480951875,112.94212,42.23742,,,13.52,100.11361,690,0.02995562,,-4857.754,653,658.6,784.4428,979.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-28,FALSE
-1.42004125,112.3651,41.639782,,,13.52,58.676083,699.8,0.02995562,5,-4870.1973,646,656,785.1625,985.3,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-27,FALSE
-1.356941725,111.49352,40.945198,,,13.52,79.96266,696.9,0.02995562,,-4881.3394,642.6,657,789.0672,992.4,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-26,FALSE
-1.3003704,110.77215,40.342083,,,13.52,136.24127,677.9,0.02995562,5,-4831.378,640.7,661.7,796.1091,1001,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-25,FALSE
-1.25182364,110.57936,39.84539,,,13.52,26.561535,662,0.02995562,,-4878.9053,635.8,670,806.20514,1010,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-24,FALSE
-1.205323675,110.70533,39.51207,,,13.52,22.26875,649.4,0.02995562,5,-4937.2285,634.7,681.8,819.2408,1021,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-23,FALSE
-1.149335015,110.78756,39.428474,,,13.52,24.006166,640.4,0.02995562,,-4949.647,631.5,696.8,835.07513,1033,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-22,FALSE
-1.069984625,111.250374,39.812675,,,13.52,46.015774,635,0.02995562,5,-4925.9927,629.4,715,853.5487,1046,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-21,FALSE
-0.954560965,112.21598,40.22016,,,13.52,29.403826,633.4,0.02995562,,-4983.6504,631.2,735.9,874.49005,1060,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-20,FALSE
-0.7937558,113.392944,40.56965,,,13.52,36.569378,635.6,0.02995562,5,-4989.9165,635.6,759.5,897.7218,1074,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-19,FALSE
-0.582368038,114.74729,41.081158,,,13.52,39.638992,641.6,0.02995562,,-4982.0605,641.6,785.5,923.0657,1090,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-18,FALSE
-0.31834047,116.15493,41.38617,,,13.52,21.841932,651.2,0.02995562,5,-5017.2876,651.2,813.6,950.3469,1107,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-17,FALSE
-0.00172519,116.98666,41.441235,,,13.52,40.603428,664.3,0.02995562,,-5027.7188,664.3,843.6,979.397,1124,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-16,FALSE
0.365008845,117.02649,41.483242,,,13.52,48.92141,680.8,0.02995562,5,-5030.4546,680.8,875.3,1010.0557,1143,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-15,FALSE
0.775279,115.98327,41.381153,,,13.52,51.92987,700.2,0.02995562,,-4992.6636,700.2,908.1,1042.175,1162,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-14,FALSE
1.21710235,114.03106,40.681557,,,13.52,57.714764,722.5,0.02995562,5,-4997.655,722.5,941.4,1075.6162,1181,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-13,FALSE
1.674327175,111.45249,39.77919,,,13.52,39.45809,747.4,0.02995562,,-4947.8477,747.4,976,1110.2512,1202,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-12,FALSE
2.1313156,108.99135,39.223427,,,13.52,93.87866,774.5,0.02995562,5,-5008.144,774.5,1012,1145.9648,1223,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-11,FALSE
2.5794971,107.03312,38.85253,,,13.52,148.63936,803.7,0.02995562,,-4976.58,803.7,1049,1182.651,1245,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-10,FALSE
3.02244475,105.68328,38.54941,,,13.52,104.13211,834.7,0.02995562,5,-4871.938,834.7,1086,1220.212,1267,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-9,FALSE
3.4764882,104.764694,38.864536,,,13.52,20.712427,867.4,0.02995562,,-4911.755,867.4,1125,1258.5612,1290,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-8,FALSE
3.965474475,103.86672,40.085686,,,13.52,50.72532,901.5,0.02995562,5,-4879.3696,901.5,1164,1297.5045,1313,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-7,FALSE
4.512491425,102.79013,41.240025,,,13.52,60.56261,936.9,0.02995562,,-4797.785,936.9,1204,1339.103,1337,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-6,FALSE
5.131652275,101.36298,41.90028,,,13.52,62.93621,967.7,0.043749999,5,-4723.552,973.4,1244,1376.1656,1360,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-5,FALSE
5.82309925,99.3832,42.515324,,,13.52,27.863249,977.2,0.071805659,,-4577.127,1011,1285,1390.96,1384,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-4,FALSE
6.5726073,95.99921,43.02224,,,13.52,-60.87439,988.2,0.090828404,5,-4653.082,1049,1326,1382.1405,1407,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-3,FALSE
7.35390695,92.64115,43.2323,,,13.52,-36.051567,1001,0.090828404,,-4683.0674,1089,1368,1368.6101,1430,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-2,FALSE
8.132665,89.942085,43.626488,,,13.52,-111.03968,1017,0.090828404,5,-4397.325,1128,1410,1359.5592,1453,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,-1,FALSE
8.8703535,87.72631,43.35293,,,13.52,295.30563,1035,0.09622781,,-4376.881,1169,1453,1352.4277,1477,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,0,FALSE
9.5282395,86.56649,42.056393,,,13.52,138.7565,1055,0.09622781,5,-4083.249,1210,1495,1347.4006,1501,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,1,FALSE
10.0710455,87.209885,40.928207,,,13.52,163.38197,1078,0.10184911,,-3848.9336,1252,1538,1344.5028,1526,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,2,FALSE
10.47135875,89.0182,40.571323,,,13.52,96.63849,1102,0.10184911,5,-3530.3254,1293,1582,1343.7487,1551,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,3,FALSE
10.71186463,90.85864,40.852463,,,13.52,22.300007,1128,0.102071,,-4188.4824,1336,1625,1345.1423,1576,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,4,FALSE
10.78725175,93.83235,41.88827,,,13.52,-34.556885,1155,0.102071,5,-4193.3833,1378,1669,1348.6768,1601,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,5,FALSE
10.703504,97.916756,43.74416,,,13.52,90.90709,1184,0.09637573,,-4283.1895,1421,1712,1354.3342,1627,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,6,FALSE
10.47378975,102.10322,45.47106,,,13.52,89.25626,1215,0.09637573,6,-4317.4907,1465,1756,1362.0868,1652,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,7,FALSE
10.111859,105.92543,46.017815,,,13.52,171.74385,1247,0.092927147,,-4275.2695,1508,1800,1371.897,1678,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,8,FALSE
9.624339,109.89055,45.99268,,,13.52,93.232605,1280,0.070437316,6,-3772.6118,1552,1845,1383.7195,1704,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,9,FALSE
9.0061185,115.37001,46.080303,,,13.52,-4.3052545,1314,0.046611499,,-3497.01,1595,1889,1397.5004,1731,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,10,FALSE
8.241021,121.68052,46.995186,,,13.52,257.53833,1349,0.039312129,6,-3218.6123,1639,1933,1413.1791,1757,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,11,FALSE
7.309596225,127.61386,47.99147,,,13.52,-173.53018,1385,0.075753509,,-3254.984,1683,1977,1430.6897,1784,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,12,FALSE
6.201159075,133.51714,48.14329,,,13.52,-155.05794,1402,0.092252214,6,-3369.9663,1727,2022,1449.9613,1810,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,13,FALSE
4.9246579,138.40353,49.20493,,,13.52,-331.50397,1415,0.06593935,,-3469.3174,1772,2066,1470.9205,1837,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,14,FALSE
3.51276215,143.87555,50.19991,,,13.52,-262.32797,1429,0.052445451,6,-4292.7363,1816,2110,1493.4922,1834,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,15,FALSE
2.01726075,149.52367,50.311527,,,13.52,-149.6134,1445,0.042450997,,-4624.8726,1860,2155,1517.5986,1803,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,16,FALSE
0.4987801,154.14885,51.08907,,,13.52,-136.89342,1463,0.02995562,6,-4803.708,1904,2199,1543.1622,1773,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,17,FALSE
-0.984315685,157.6583,51.93027,,,13.52,-43.91797,1483,0.02995562,,-4740.7485,1949,2244,1570.1063,1743,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,18,FALSE
-2.3830838,159.4873,52.188625,,,13.52,33.892223,1471,0.02995562,6,-4738.0312,1993,2288,1598.3546,1712,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,19,FALSE
-3.659778125,159.5151,53.15206,,,13.52,-62.88585,1461,0.02995562,,-4635.502,2038,2332,1627.8333,1682,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,20,FALSE
-4.78639395,159.46729,54.0152,,,13.52,17.33097,1453,0.02995562,6,-4524.184,2082,2376,1658.4696,1652,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,21,FALSE
-5.7428971,157.97272,54.625755,,,13.52,-59.081776,1447,0.02995562,,-4724.2725,2126,2421,1690.1936,1622,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,22,FALSE
-6.516837725,157.379,55.191315,,,13.52,0.37677395,1443,0.02995562,6,-4728.098,2171,2465,1722.9376,1592,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,23,FALSE
-7.1050396,158.3658,55.07587,,,13.52,-28.177248,1441,0.02995562,,-4680.125,2215,2509,1756.6378,1563,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,24,FALSE
-7.514787175,160.10439,55.60064,,,13.52,-2.037303,1441,0.02995562,6,-4513.4204,2259,2553,1791.2319,1533,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,25,FALSE
-7.7630325,161.86075,56.34738,,,13.52,-35.651,1443,0.02995562,,-4638.495,2303,2596,1826.6611,1501,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,26,FALSE
-7.872198425,162.57394,57.23153,-4791,51,13.52,75.85663,1447,0.030010652,6,-4609.8706,2347,2640,1862.8699,1466,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,27,FALSE
-7.864040725,162.59033,58.567673,,,13.52,-29.817902,1453,0.030309414,,-4462.2373,2391,2684,1899.8053,1431,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,28,FALSE
-7.75337225,160.68031,59.62502,,,13.52,12.53867,1461,0.026336192,6,-4301.505,2435,2727,1937.4171,1395,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,29,FALSE
-7.54614705,157.55467,61.254395,,,37.81,-29.671995,1471,0.012036969,,-4250.883,2479,2771,1975.6578,1360,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,30,FALSE
-7.242470925,156.06866,62.723957,,,37.92,-0.7972474,1483,0.009504833,6,-4238.8496,2523,2814,2014.4834,1324,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,31,FALSE
-6.842750575,159.34512,62.91585,,,38.05,-58.254803,1497,0.007010592,,-3334.2925,2567,2857,2053.748,1289,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,32,FALSE
-6.353544825,163.79114,62.44554,,,38.18,-94.696014,1513,0.006753677,6,-1289.4751,2610,2900,2094.5027,1254,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,33,FALSE
-5.789984175,162.52202,61.928043,,,38.32,-128.65346,1530,0.007967609,,-3533.1125,2654,2943,2137.522,1219,5.671926941,6.254404566,6.917283871,3.204478498,3.533561902,3.908069984,-67,34,FALSE
-5.17349575,160.48956,61.090843,,,38.47,30.15501,1549,0.011004054,6,-4482.252,2697,2986,2167.8972,1184,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,35,FALSE
-4.5269135,160.76167,60.198814,,,13.52,10.231173,1570,0.022569114,,-4477.689,2740,3028,2179.3887,1149,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,36,FALSE
-3.86934235,161.35469,59.92648,,,13.52,-50.91276,1592,0.027990906,6,-4617.6357,2783,3071,2180.2764,1115,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,37,FALSE
-3.212880075,161.298,58.332,,,13.52,-183.07681,1616,0.028019265,,-4461.4287,2826,3113,2178.553,1080,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,38,FALSE
-2.560826375,160.50032,56.337368,,,13.52,89.54621,1641,0.027915246,6,-4520.187,2869,3155,2180.429,1046,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,39,FALSE
-1.9073234,158.67763,56.67313,,,13.52,20.84439,1666,0.028518957,,-4479.156,2912,3197,2183.9023,1013,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,40,FALSE
-1.238417115,156.81197,57.63345,,,13.52,63.010426,1689,0.026161673,6,-3995.332,2954,3239,2191.5159,979.6,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,41,FALSE
-0.534307375,155.54524,58.359623,,,39.12,16.720575,1714,0.011173425,,-3613.7417,2996,3280,2193.0227,946.8,5.694938089,6.091359729,6.739466744,3.217479146,3.441446174,3.80760833,-67,42,FALSE
0.226589995,153.67838,58.757874,,,39.09,-95.95685,1741,0.009297258,6,-2973.4614,3039,3322,2173.9985,907.8,5.96806225,6.484286644,6.639610506,3.443892632,3.686430302,3.788103086,-67,43,FALSE
