FID,Longitude,Latitude,Mean_HF,Median_HF,MEAN_Annual_Temp,Therm_Cond__W_per_m_K,Z85_Med_HF_km,Z122_Med_HF_km,Z85_Mean_HF_km,Z122_Mean_HF_km,rechargeDepth,Descriptio,rechargeVolume,grid_area_m2,crustTypeFull,crustType,crustTypeMin1,crustScheme2,combined_cv,combined_cr,rechargeShort,lat_int,lon_int,gradient,maxdepth
3477,87.632,65,27.0,27.0,-6.8,2.5,8.5,11.92592593,8.5,11.92592593,major,major_100-300_mm/a,high,49500462683,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high,65,87,19.49190330505371,6.715504230633466
3476,82.895,65,61.1500015,57.4399986,-6.051282051,2.5,3.962886676,5.57326276,3.722456248,5.235129964,major,major_100-300_mm/a,high,49500462683,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,65,82,32.44806671142578,4.020995491386804
3475,78.158,65,54.3899994,54.0,-5.888888889,2.5,4.20781893,5.920781893,4.177647081,5.878327372,major,major_100-300_mm/a,high,49500305932,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen major,major high,65,78,32.3333333333333,4.009832810572974
3474,73.421,65,57.0,56.0,-5.65,2.5,4.046875,5.698660714,3.975877193,5.598684211,major,major_100-300_mm/a,high,49500452233,D-,Platform,Platform,Craton,Craton high,Craton major,major high,65,73,38.75,3.298772617438867
3473,68.684,65,63.0,63.0,-5.361111111,2.5,3.585758377,5.054012346,3.585758377,5.054012346,major,major_100-300_mm/a,high,49500305932,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,65,68,35.87617874145508,3.5336529669703958
3472,63.947,65,66.1800003,66.0,-5.205128205,2.5,3.416860917,4.818376068,3.407567535,4.805270763,major,major_100-300_mm/a,high,49500462683,D-,Platform,Platform,Craton,Craton high,Craton major,major high,65,63,31.021547317504883,4.008175132325036
3471,59.211,65,39.0,39.0,-5.0,2.5,5.769230769,8.141025641,5.769230769,8.141025641,complex,complex_20-100_mm/a,low,49500462683,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low,65,59,20.3883056640625,6.122011071235615
3470,54.474,65,57.0499992,56.75,-2.472222222,2.5,3.85340186,5.483357807,3.833138626,5.454523399,major,major_100-300_mm/a,high,49500305932,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,65,54,25.0,4.985120857071713
3469,49.737,65,59.2400017,55.5800018,-2.0,2.5,3.913278031,5.577545699,3.671505634,5.232950559,complex,complex_100-300_mm/a,high,49500462683,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton complex,complex high,65,49,23.456165313720703,5.442536189520395
3468,45.0,65,71.2099991,54.3400002,-1.05,2.5,3.958870063,5.66111518,3.020994281,4.31996916,major,major_100-300_mm/a,high,49500452233,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,65,45,21.57142639160156,5.879403845995935
3467,40.263,65,31.6900005,31.5,-0.2,2.5,6.761904762,9.698412698,6.7213631,9.640264916,major,major_100-300_mm/a,high,49500305932,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,65,40,22.53510475158692,5.678469716259595
3466,35.526,65,27.6700001,29.0,0.259259259,2.5,7.305236271,10.49489144,7.656373368,10.99934408,shallow,shallow_<100_mm/a,low,49500462683,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,35,34.380123138427734,3.4222615599794723
3465,30.789,65,15.9700003,19.75,0.055555556,2.5,10.75246132,15.43600563,13.29750201,19.08961211,shallow,shallow_<100_mm/a,low,49500462683,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,30,22.541065216064453,5.472152637896554
3464,26.053,65,32.2799988,32.0,0.742857143,2.5,6.582589286,9.473214286,6.52549148,9.391043012,shallow,shallow_>=100_mm/a,high,49500305932,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high,65,26,20.900121688842773,5.9534936786306565
3463,21.316,65,41.4000015,40.0,0.423076923,2.5,5.286057692,7.598557692,5.107301933,7.341601369,shallow,shallow_>=100_mm/a,high,49500462683,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high,65,21,20.449426651000977,6.142215713295912
3462,16.579,65,52.6899986,57.0,-1.368421053,2.5,3.788088643,5.41089566,4.097951383,5.853502768,shallow,shallow_>=100_mm/a,high,49500452233,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high,65,16,19.99920082092285,6.325399136897752
3461,11.842,65,47.9300003,46.0,1.791666667,2.5,4.522192029,6.533061594,4.340096642,6.269994397,shallow,shallow_>=100_mm/a,high,49500305932,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high,65,11,50.70391082763672,2.322655836483545
3460,2.368,65,68.4599991,68.4599991,4.0,2.5,2.957931678,4.309085654,2.957931678,4.309085654,shallow,shallow_>=100_mm/a,high,49500462683,W-,Continental_shelf/slope,Intermediate_continental/oceanic_crust,Extended_Crust,Extended_Crust high,Extended_Crust shallow,shallow high,65,2,63.0416666666667,1.8688135145836076
3459,-11.842,65,80.5100021,80.5100021,1.666666667,2.5,2.587670201,3.736595771,2.587670201,3.736595771,shallow,shallow_>=100_mm/a,high,49500462683,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high,65,-11,56.35456466674805,2.090176422341672
3458,-16.579,65,121.8700027,121.8700027,0.205128205,2.5,1.739453309,2.49845879,1.739453309,2.49845879,shallow,shallow_>=100_mm/a,high,49500452233,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high,65,-16,46.4009895324707,2.826650946228072
3457,-21.316,65,161.8699951,161.8699951,1.571428571,2.5,1.288511984,1.859958224,1.288511984,1.859958224,complex,complex_100-300_mm/a,high,49500305932,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high,65,-21,47.254425048828125,2.7300556218705325
3456,-26.053,65,115.0899963,115.0899963,1.0,2.5,1.824659021,2.628377876,1.824659021,2.628377876,complex,complex_100-300_mm/a,high,49500462683,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high,65,-26,77.86305236816406,1.513537456727193
3455,-35.526,65,67.9899979,67.9899979,-3.0,2.5,3.235770066,4.596264298,3.235770066,4.596264298,shallow,shallow_<100_mm/a,low,49500305932,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,65,-35,46.06678771972656,2.555949976774752
3454,-40.263,65,61.0900002,73.7600021,-6.666666667,2.5,2.880965211,4.13503242,3.478474371,4.992633803,shallow,shallow_<100_mm/a,low,49500462683,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-40,22.3634090423584,6.141011334082311
3453,-45.0,65,74.8499985,99.0,-12.40540541,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,49500452233,G1,Archaean_and_Proterozoic,Archaean,Craton,ice,Craton icesheet,icesheet ice,65,-45,21.70454788208008,6.1833646175165775
3452,-49.737,65,69.5500031,74.2099991,-6.4375,2.5,2.863495521,4.109958276,3.055355723,4.385334096,shallow,shallow_<100_mm/a,low,49500389533,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,-49,19.45673561096192,6.862062647218007
3451,-54.474,65,60.2400017,60.2400017,-4.0,2.5,3.693558993,5.229083518,3.693558993,5.229083518,shallow,shallow_<100_mm/a,low,49500379083,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,65,-54,35.667030334472656,3.299127685372031
3450,-63.947,65,67.4800034,59.5900002,-10.22222222,2.5,3.994891001,5.547164867,3.527794066,4.898570523,shallow,shallow_<100_mm/a,low,49500379083,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-63,33.3502311706543,3.527628834551097
3449,-68.684,65,65.1800003,55.5200005,-11.05714286,2.5,4.325339607,5.991405874,3.684302793,5.103449764,shallow,shallow_<100_mm/a,low,49500389533,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-68,16.392520904541016,7.885287637512878
3448,-73.421,65,72.7200012,57.5099983,-10.48648649,2.5,4.150864602,5.759280577,3.282676186,4.554678366,shallow,shallow_<100_mm/a,low,49500452233,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-73,21.687068939208984,5.974989902013698
3447,-78.158,65,73.0599976,60.7799988,-10.76923077,2.5,3.939175414,5.461057642,3.277074799,4.543157512,shallow,shallow_<100_mm/a,low,49500389533,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-78,27.65208625793457,4.251932589978266
3446,-82.895,65,71.1399994,55.0400009,-12.73913043,2.5,4.439458977,6.12005488,3.434745968,4.734999001,shallow,shallow_<100_mm/a,low,49500379083,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-82,34.86872100830078,3.37444426326
3445,-87.632,65,70.0299988,49.3499985,-13.1875,2.5,4.974037639,6.848404463,3.505194263,4.826056773,shallow,shallow_<100_mm/a,low,49500462683,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-87,19.849946975708008,6.518739323072045
3444,-92.368,65,69.9899979,42.5200005,-13.85294118,2.5,5.812143698,7.987590521,3.530966715,4.852584128,shallow,shallow_<100_mm/a,low,49500379083,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,-92,22.440723419189453,5.701336832288376
3443,-97.105,65,50.0800018,43.7200012,-13.47222222,2.5,5.630845123,7.74658157,4.915745741,6.762790403,shallow,shallow_<100_mm/a,low,49500462683,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,-97,21.736045837402344,5.824922097714883
3442,-101.842,65,47.0800018,46.5299988,-13.11428571,2.5,5.271560727,7.259525532,5.20997674,7.174717531,complex,complex_<20_mm/a,low,49500389533,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low,65,-101,18.39382743835449,6.8317613286729
3441,-106.579,65,47.5600014,42.2599983,-11.85,2.5,5.729413387,7.918244521,5.090937613,7.035849246,shallow,shallow_<100_mm/a,low,49500379083,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,-106,17.1292724609375,7.383887046431187
3440,-111.316,65,49.4900017,40.8199997,-10.83333333,2.5,5.869263476,8.135309549,4.841045163,6.710109556,shallow,shallow_<100_mm/a,low,49500462683,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,65,-111,22.2573299407959,5.667140897885301
3439,-116.053,65,51.2599983,47.8199997,-9.375,2.5,4.933866614,6.868203724,4.60276059,6.407286596,shallow,shallow_<100_mm/a,low,49500379083,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-116,31.4038143157959,4.005900671183908
3438,-120.789,65,58.4300003,56.5900002,-8.027777778,2.5,4.109726871,5.744291276,3.980308801,5.563399671,complex,complex_20-100_mm/a,low,49500462683,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low,65,-120,28.40288543701172,4.3947269806443385
3437,-125.526,65,83.0,83.0,-7.605263158,2.5,2.789315155,3.903772987,2.789315155,3.903772987,shallow,shallow_<100_mm/a,low,49500379083,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,65,-125,29.37833976745605,4.148038570302
3436,-130.263,65,58.8400002,52.2299995,-9.676470588,2.5,4.531709338,6.302722183,4.022623652,5.59468347,shallow,shallow_<100_mm/a,low,49500389533,P-,orogen,orogen,orogen,orogen,orogen shallow,shallow low,65,-130,28.88943672180176,4.22022684429624
3435,-135.0,65,58.2900009,51.9900017,-9.513513514,2.5,4.544792769,6.323981016,4.053590327,5.640483423,shallow,shallow_<100_mm/a,low,49500452233,Q-,orogen,orogen,orogen,orogen,orogen shallow,shallow low,65,-135,33.218109130859375,3.644089888024908
3434,-139.737,65,54.0,54.0,-9.029411765,2.5,4.353213508,6.066176471,4.353213508,6.066176471,shallow,shallow_<100_mm/a,low,49500305932,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,65,-139,35.321231842041016,3.4184126986832784
3433,-144.474,65,87.0,87.0,-6.525,2.5,2.630028736,3.693247126,2.630028736,3.693247126,shallow,shallow_<100_mm/a,low,49500462683,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,65,-144,36.65649032592773,3.22658090376333
3432,-149.211,65,60.9099998,64.9700012,-4.361111111,2.5,3.438552773,4.862286778,3.667752069,5.186386124,shallow,shallow_<100_mm/a,low,49500462683,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,65,-149,29.45310401916504,4.068248143986224
3431,-153.947,65,63.2599983,60.4599991,-5.5,2.5,3.742143622,5.272080793,3.576509739,5.03872919,major,major_20-100_mm/a,low,49500462683,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen major,major low,65,-153,29.65999984741211,4.03821714016072
3430,-158.684,65,67.7699966,60.4799995,-6.285714286,2.5,3.773384385,5.302815615,3.36748262,4.732393416,shallow,shallow_<100_mm/a,low,49500305932,M-,orogen,orogen,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,65,-158,28.481348037719727,4.188181685553212
3429,-163.421,65,75.4899979,69.3499985,-5.371428571,2.5,3.25780211,4.591616126,2.992827894,4.218155786,shallow,shallow_<100_mm/a,low,49500452233,M-,orogen,orogen,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,65,-163,28.5065975189209,4.246499612183952
3428,-168.158,65,70.3300018,62.9199982,-5.583333333,2.5,3.599147168,5.069267998,3.219939251,4.535167427,shallow,shallow_<100_mm/a,low,49500462683,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,65,-168,47.24714279174805,2.492230640379123
3427,-172.895,65,63.4500008,58.2400017,-6.153846154,2.5,3.912853859,5.501109307,3.591562057,5.049402858,shallow,shallow_<100_mm/a,low,49500305932,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,65,-172,30.539724349975582,3.7187025027883713
3426,-177.632,65,71.5599976,60.5999985,-7.4,2.5,3.811881282,5.338283961,3.228060477,4.520682097,shallow,shallow_<100_mm/a,low,49525719136,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,65,-177,30.76386833190918,3.710715010862528
3425,177.805,63,65.5199966,59.0299988,-7.233333333,2.5,3.906205963,5.473205826,3.519281827,4.931064562,shallow,shallow_<100_mm/a,low,49317022564,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,177,32.11114501953125,3.5547747974519623
3424,173.415,63,64.5100021,56.9500008,-8.823529412,2.5,4.118679899,5.742911658,3.636007067,5.06989324,shallow,shallow_<100_mm/a,low,49284136218,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,173,27.853715896606445,4.114777633023512
3423,169.024,63,63.9500008,63.0999985,-8.612903226,2.5,3.708910676,5.17483781,3.659613059,5.106055574,major,major_2-20_mm/a,low,49283788219,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen major,major low,63,169,29.7129135131836,3.870879346636748
3422,164.634,63,67.5400009,58.1699982,-8.685714286,2.5,4.026376018,5.61654282,3.467786239,4.837345001,shallow,shallow_<100_mm/a,low,49284136218,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,164,28.69954490661621,4.021340177658292
3421,160.244,63,58.1800003,52.5699997,-10.97142857,2.5,4.563982743,6.323541437,4.123901172,5.713794598,shallow,shallow_<100_mm/a,low,49283788219,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,160,27.39592361450196,4.316582378479408
3420,155.854,63,61.2400017,56.5600014,-12.83333333,2.5,4.324316253,5.959747613,3.993849225,5.504299869,shallow,shallow_<100_mm/a,low,49284136218,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,63,155,27.896934509277344,4.162853277700092
3419,151.463,63,61.25,56.7799988,-12.875,2.5,4.309396005,5.938490791,3.994897959,5.505102041,shallow,shallow_<100_mm/a,low,49283788219,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,63,151,29.17000770568848,3.988198671188365
3418,147.073,63,65.0,65.0,-15.88888889,2.5,3.88034188,5.303418803,3.88034188,5.303418803,shallow,shallow_<100_mm/a,low,49284136218,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,147,27.476911544799805,4.258295741230093
3417,142.683,63,61.8600006,57.3499985,-18.52777778,2.5,4.512980841,6.125884109,4.183954768,5.679266748,shallow,shallow_<100_mm/a,low,49283799444,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,142,25.8518180847168,4.591848417363026
3416,138.293,63,99.0,99.0,-17.28571429,2.5,2.582972583,3.517316017,2.582972583,3.517316017,shallow,shallow_<100_mm/a,low,49284124992,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,63,138,26.808883666992188,4.712576013021374
3415,133.902,63,49.0,49.0,-13.31428571,2.5,5.016034985,6.903790087,5.016034985,6.903790087,major,major_2-20_mm/a,low,49283799444,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,133,20.791927337646484,6.650005690817747
3414,129.512,63,44.2799988,43.0,-11.46428571,2.5,5.608388704,7.759551495,5.446267408,7.535246688,major,major_2-20_mm/a,low,49284124992,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,129,26.19864845275879,4.75518350040937
3413,125.122,63,54.5,54.5,-10.3030303,2.5,4.371698638,6.068946344,4.371698638,6.068946344,major,major_2-20_mm/a,low,49283799444,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,125,34.3,3.5294969138263084
3412,120.732,63,46.0,46.0,-9.416666667,2.5,5.13134058,7.142210145,5.13134058,7.142210145,major,major_2-20_mm/a,low,49284124992,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,120,27.78761100769043,4.408848139384154
3411,116.341,63,23.7199993,22.0,-9.117647059,2.5,10.69518717,14.89973262,9.919651121,13.81931397,major,major_2-20_mm/a,low,49283799444,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,116,17.6285343170166,7.100921868674526
3410,111.951,63,20.4400005,18.0,-9.551724138,2.5,13.13218391,18.2710728,11.56454523,16.08998544,major,major_2-20_mm/a,low,49284124992,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,111,13.094036102294922,9.71193693359016
3409,107.561,63,63.6199989,52.5999985,-9.264705882,2.5,4.480261814,6.238816997,3.704208877,5.158154203,major,major_2-20_mm/a,low,49283799444,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,107,11.966238021850586,10.403051520505995
3408,103.171,63,108.8899994,53.7900009,-9.838709677,2.5,4.407822462,6.127472926,2.177397148,3.026878281,major,major_2-20_mm/a,low,49284136218,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,103,14.777487754821776,8.486263031645322
3407,98.78,63,74.3199997,53.5,-9.294117647,2.5,4.40626718,6.135239142,3.171895789,4.416513663,major,major_2-20_mm/a,low,49284124992,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,98,18.15229034423828,6.996488138148195
3406,94.39,63,67.3199997,56.6800003,-8.611111111,2.5,4.128930426,5.760899366,3.476348467,4.850382936,major,major_20-100_mm/a,low,49283799444,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low,63,94,22.72417449951172,5.669008616128397
3405,90.0,63,40.0,40.0,-6.0,2.5,5.6875,8.0,5.6875,8.0,major,major_20-100_mm/a,low,49284124992,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton major,major low,63,90,17.07761573791504,7.537977439686072
3404,85.61,63,46.7999992,47.0,-5.0,2.5,4.787234043,6.755319149,4.80769239,6.78418815,major,major_100-300_mm/a,high,49283799444,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,63,85,27.66125869750977,4.641110220276411
3403,81.22,63,56.5999985,57.0,-4.722222222,2.5,3.935185185,5.557992203,3.962995786,5.597271448,major,major_100-300_mm/a,high,49284124992,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,63,81,29.28891563415528,4.3950021919535365
3402,76.829,63,55.6699982,54.0,-4.472222222,2.5,4.14223251,5.855195473,4.017973106,5.67955031,major,major_100-300_mm/a,high,49283799444,D-,Platform,Platform,Craton,Craton high,Craton major,major high,63,76,34.0,3.7219646596407614
3401,72.439,63,54.9000015,53.0,-4.055555556,2.5,4.200733753,5.946016771,4.055353057,5.740234613,major,major_100-300_mm/a,high,49283956606,D-,Platform,Platform,Craton,Craton high,Craton major,major high,63,72,33.871246337890625,3.684698641498898
3400,68.049,63,62.5600014,62.0,-3.71875,2.5,3.577368952,5.069304435,3.545346388,5.023926918,major,major_100-300_mm/a,high,49283967831,D-,Platform,Platform,Craton,Craton high,Craton major,major high,63,68,36.62484359741211,3.386702136017113
3399,63.659,63,71.9300003,68.0,-3.388888889,2.5,3.249591503,4.609885621,3.07204534,4.358017808,major,major_100-300_mm/a,high,49283956606,D-,Platform,Platform,Craton,Craton high,Craton major,major high,63,63,36.64029312133789,3.299379372364532
3398,59.268,63,40.0,40.0,-3.285714286,2.5,5.517857143,7.830357143,5.517857143,7.830357143,shallow,shallow_<100_mm/a,low,49283967831,P-,orogen,orogen,orogen,orogen,orogen shallow,shallow low,63,59,23.896089553833008,5.085914941159888
3397,54.878,63,56.3300018,54.0,-1.314285714,2.5,3.996031746,5.708994709,3.830742187,5.472851135,complex,complex_100-300_mm/a,high,49283956606,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton complex,complex high,63,54,36.1666666666667,3.46789193434053
3396,50.488,63,58.5200005,57.3899994,-0.6875,2.5,3.732684305,5.344463377,3.660607453,5.241263626,major,major_100-300_mm/a,high,49283967831,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,63,50,24.723392486572266,5.136744815156705
3395,46.098,63,58.7099991,57.4099998,-0.444444444,2.5,3.720799719,5.332017282,3.638411078,5.213951896,major,major_100-300_mm/a,high,49283956606,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,63,46,22.49883270263672,5.4990123980164975
3394,41.707,63,52.4399986,53.5499992,0.694444444,2.5,3.935833651,5.663191287,4.019143679,5.783064397,major,major_100-300_mm/a,high,49283967831,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high,63,41,23.982969284057617,5.155165539312697
3393,37.317,63,16.1499996,13.0,1.117647059,2.5,16.13122172,23.24660633,12.98488468,18.712439,shallow,shallow_>=100_mm/a,high,49283956606,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high,63,37,12.947623252868652,9.539543856972909
3392,32.927,63,31.0,31.0,1.222222222,2.5,6.756272401,9.740143369,6.756272401,9.740143369,shallow,shallow_>=100_mm/a,high,49283967831,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high,63,32,18.168842315673828,6.919356260894386
3391,28.537,63,31.4799995,34.0,1.866666667,2.5,6.112745098,8.833333333,6.602075497,9.540449114,shallow,shallow_>=100_mm/a,high,49284136218,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high,63,28,27.64789581298828,4.492504712524907
3390,24.146,63,40.3300018,38.0,2.411764706,2.5,5.433436533,7.867647059,5.119528366,7.413106246,shallow,shallow_>=100_mm/a,high,49283956606,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high,63,24,47.71,2.576889320670362
3389,19.756,63,44.0,44.0,1.95,2.5,4.71875,6.821022727,4.71875,6.821022727,shallow,shallow_>=100_mm/a,high,49283967831,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high,63,19,55.0,2.1415607985480944
3388,15.366,63,70.0,70.0,0.545454545,2.5,3.016233766,4.337662338,3.016233766,4.337662338,shallow,shallow_>=100_mm/a,high,49283956606,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high,63,15,24.051380157470703,5.161132607371621
3387,10.976,63,46.9399986,49.0,0.75,2.5,4.298469388,6.18622449,4.48711134,6.457712165,shallow,shallow_>=100_mm/a,high,49283967831,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow high,63,10,5.81714285714286,5.592417061611374
3386,6.585,63,68.7900009,58.0,2.65,2.5,3.549568966,5.144396552,2.992804147,4.337476321,shallow,shallow_>=100_mm/a,high,49283956606,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high,63,6,63.0,1.8700475435816164
3385,-6.585,63,67.9100037,67.9100037,5.0,2.5,2.945074203,4.307171021,2.945074203,4.307171021,shallow,shallow_>=100_mm/a,high,49283956606,W-,Continental_shelf/slope,Intermediate_continental/oceanic_crust,Extended_Crust,Extended_Crust high,Extended_Crust shallow,shallow high,63,-6,64.10372924804688,1.8378994706696048
3384,-15.366,63,77.0400009,77.0400009,2.5,2.5,2.677180654,3.877855614,2.677180654,3.877855614,shallow,shallow_>=100_mm/a,high,49283956606,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high,63,-15,45.0,2.6164079822616406
3383,-19.756,63,107.9599991,107.9599991,3.0,2.5,1.898851442,2.755650264,1.898851442,2.755650264,complex,complex_=>300_mm/a,high,49283967831,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high,63,-19,43.931583404541016,2.9534325033286994
3382,-24.146,63,221.6199951,221.6199951,3.0,2.5,0.925006789,1.342387901,0.925006789,1.342387901,complex,complex_=>300_mm/a,high,49283956606,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high,63,-24,109.88628387451172,1.0728610499708444
3381,-32.927,63,79.8499985,79.8499985,1.0,2.5,2.62993117,3.788353233,2.62993117,3.788353233,shallow,shallow_<100_mm/a,low,49283956606,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,63,-32,68.29053497314453,1.7253849534345072
